Time Step,Time,SWE_mm,sm_frac_0.4m,sm_profile_0.1m
0,2015-10-01 00:00:00,0.000000000,0.881287270,0.085039292
1,2015-10-01 01:00:00,0.000000000,0.881287270,0.085039292
2,2015-10-01 02:00:00,0.000000000,0.881287270,0.085039292
3,2015-10-01 03:00:00,0.000000000,0.881287270,0.085039292
4,2015-10-01 04:00:00,0.000000000,0.881287270,0.085039292
5,2015-10-01 05:00:00,0.000000000,0.881287270,0.085039292
6,2015-10-01 06:00:00,0.000000000,0.881287270,0.085039292
7,2015-10-01 07:00:00,0.000000000,0.881287270,0.085039292
8,2015-10-01 08:00:00,0.000000000,0.881287270,0.085039292
9,2015-10-01 09:00:00,0.000000000,0.881287270,0.085039292
10,2015-10-01 10:00:00,0.000000000,0.881287270,0.085039292
11,2015-10-01 11:00:00,0.000000000,0.881287270,0.085039292
12,2015-10-01 12:00:00,0.000000000,0.881287270,0.085039292
13,2015-10-01 13:00:00,0.000000000,0.881287270,0.085039292
14,2015-10-01 14:00:00,0.000000000,0.881287270,0.085039292
15,2015-10-01 15:00:00,0.000000000,0.881287270,0.085039292
16,2015-10-01 16:00:00,0.000000000,0.881287270,0.085039292
17,2015-10-01 17:00:00,0.000000000,0.881287270,0.085039292
18,2015-10-01 18:00:00,0.000000000,0.881287270,0.085039292
19,2015-10-01 19:00:00,0.000000000,0.881287270,0.085039292
20,2015-10-01 20:00:00,0.000000000,0.881287270,0.085039292
21,2015-10-01 21:00:00,0.000000000,0.881287270,0.085039292
22,2015-10-01 22:00:00,0.000000000,0.881287270,0.085039292
23,2015-10-01 23:00:00,0.000000000,0.880950254,0.085041847
24,2015-10-02 00:00:00,0.000000000,0.880950254,0.085041847
25,2015-10-02 01:00:00,0.000000000,0.880950254,0.085041847
26,2015-10-02 02:00:00,0.000000000,0.865759085,0.085159366
27,2015-10-02 03:00:00,0.000000000,0.859765356,0.085207059
28,2015-10-02 04:00:00,0.000000000,0.857748937,0.085223278
29,2015-10-02 05:00:00,0.000000000,0.857748937,0.085223278
30,2015-10-02 06:00:00,0.000000000,0.854644889,0.085248419
31,2015-10-02 07:00:00,0.000000000,0.853544546,0.085257382
32,2015-10-02 08:00:00,0.000000000,0.853544546,0.085257382
33,2015-10-02 09:00:00,0.000000000,0.853544546,0.085257382
34,2015-10-02 10:00:00,0.000000000,0.853544546,0.085257382
35,2015-10-02 11:00:00,0.000000000,0.853544546,0.085257382
36,2015-10-02 12:00:00,0.000000000,0.853544546,0.085257382
37,2015-10-02 13:00:00,0.000000000,0.853544546,0.085257382
38,2015-10-02 14:00:00,0.000000000,0.853544546,0.085257382
39,2015-10-02 15:00:00,0.000000000,0.853544546,0.085257382
40,2015-10-02 16:00:00,0.000000000,0.846921695,0.085311903
41,2015-10-02 17:00:00,0.000000000,0.835130120,0.085411470
42,2015-10-02 18:00:00,0.000000000,0.826259073,0.085488566
43,2015-10-02 19:00:00,0.000000000,0.817834843,0.085563591
44,2015-10-02 20:00:00,0.000000000,0.797632903,0.085751103
45,2015-10-02 21:00:00,0.000000000,0.790505900,0.085819950
46,2015-10-02 22:00:00,0.000000000,0.790025818,0.085824640
47,2015-10-02 23:00:00,0.000000000,0.790025818,0.085824640
48,2015-10-03 00:00:00,0.000000000,0.789602297,0.085828784
49,2015-10-03 01:00:00,0.000000000,0.787406633,0.085850348
50,2015-10-03 02:00:00,0.000000000,0.787406633,0.085850348
51,2015-10-03 03:00:00,0.000000000,0.786576897,0.085858534
52,2015-10-03 04:00:00,0.000000000,0.786576897,0.085858534
53,2015-10-03 05:00:00,0.000000000,0.785805462,0.085866163
54,2015-10-03 06:00:00,0.000000000,0.785805462,0.085866163
55,2015-10-03 07:00:00,0.000000000,0.785805462,0.085866163
56,2015-10-03 08:00:00,0.000000000,0.785735580,0.085866855
57,2015-10-03 09:00:00,0.000000000,0.785657739,0.085867626
58,2015-10-03 10:00:00,0.000000000,0.785657739,0.085867626
59,2015-10-03 11:00:00,0.000000000,0.783111938,0.085892940
60,2015-10-03 12:00:00,0.000000000,0.781955104,0.085904507
61,2015-10-03 13:00:00,0.000000000,0.780862977,0.085915465
62,2015-10-03 14:00:00,0.000000000,0.779445526,0.085929740
63,2015-10-03 15:00:00,0.000000000,0.778209589,0.085942238
64,2015-10-03 16:00:00,0.000000000,0.778209589,0.085942238
65,2015-10-03 17:00:00,0.000000000,0.778209589,0.085942238
66,2015-10-03 18:00:00,0.000000000,0.778209589,0.085942238
67,2015-10-03 19:00:00,0.000000000,0.778209589,0.085942238
68,2015-10-03 20:00:00,0.000000000,0.778209589,0.085942238
69,2015-10-03 21:00:00,0.000000000,0.778209589,0.085942238
70,2015-10-03 22:00:00,0.000000000,0.778209589,0.085942238
71,2015-10-03 23:00:00,0.000000000,0.778209589,0.085942238
72,2015-10-04 00:00:00,0.000000000,0.778209589,0.085942238
73,2015-10-04 01:00:00,0.000000000,0.778209589,0.085942238
74,2015-10-04 02:00:00,0.000000000,0.778209589,0.085942238
75,2015-10-04 03:00:00,0.000000000,0.778209589,0.085942238
76,2015-10-04 04:00:00,0.000000000,0.778209589,0.085942238
77,2015-10-04 05:00:00,0.000000000,0.778209589,0.085942238
78,2015-10-04 06:00:00,0.000000000,0.778209589,0.085942238
79,2015-10-04 07:00:00,0.000000000,0.778209589,0.085942238
80,2015-10-04 08:00:00,0.000000000,0.778209589,0.085942238
81,2015-10-04 09:00:00,0.000000000,0.778209589,0.085942238
82,2015-10-04 10:00:00,0.000000000,0.778209589,0.085942238
83,2015-10-04 11:00:00,0.000000000,0.778209589,0.085942238
84,2015-10-04 12:00:00,0.000000000,0.778209589,0.085942238
85,2015-10-04 13:00:00,0.000000000,0.778209589,0.085942238
86,2015-10-04 14:00:00,0.000000000,0.778209589,0.085942238
87,2015-10-04 15:00:00,0.000000000,0.778209589,0.085942238
88,2015-10-04 16:00:00,0.000000000,0.778209589,0.085942238
89,2015-10-04 17:00:00,0.000000000,0.778209589,0.085942238
90,2015-10-04 18:00:00,0.000000000,0.778209589,0.085942238
91,2015-10-04 19:00:00,0.000000000,0.778209589,0.085942238
92,2015-10-04 20:00:00,0.000000000,0.778209589,0.085942238
93,2015-10-04 21:00:00,0.000000000,0.778209589,0.085942238
94,2015-10-04 22:00:00,0.000000000,0.778209589,0.085942238
95,2015-10-04 23:00:00,0.000000000,0.778209589,0.085942238
96,2015-10-05 00:00:00,0.000000000,0.778209589,0.085942238
97,2015-10-05 01:00:00,0.000000000,0.778209589,0.085942238
98,2015-10-05 02:00:00,0.000000000,0.778209589,0.085942238
99,2015-10-05 03:00:00,0.000000000,0.778209589,0.085942238
100,2015-10-05 04:00:00,0.000000000,0.778209589,0.085942238
101,2015-10-05 05:00:00,0.000000000,0.778209589,0.085942238
102,2015-10-05 06:00:00,0.000000000,0.778209589,0.085942238
103,2015-10-05 07:00:00,0.000000000,0.778209589,0.085942238
104,2015-10-05 08:00:00,0.000000000,0.778209589,0.085942238
105,2015-10-05 09:00:00,0.000000000,0.778209589,0.085942238
106,2015-10-05 10:00:00,0.000000000,0.778209589,0.085942238
107,2015-10-05 11:00:00,0.000000000,0.778209589,0.085942238
108,2015-10-05 12:00:00,0.000000000,0.778209589,0.085942238
109,2015-10-05 13:00:00,0.000000000,0.778209589,0.085942238
110,2015-10-05 14:00:00,0.000000000,0.778209589,0.085942238
111,2015-10-05 15:00:00,0.000000000,0.778209589,0.085942238
112,2015-10-05 16:00:00,0.000000000,0.778209589,0.085942238
113,2015-10-05 17:00:00,0.000000000,0.778209589,0.085942238
114,2015-10-05 18:00:00,0.000000000,0.778209589,0.085942238
115,2015-10-05 19:00:00,0.000000000,0.778209589,0.085942238
116,2015-10-05 20:00:00,0.000000000,0.778209589,0.085942238
117,2015-10-05 21:00:00,0.000000000,0.778209589,0.085942238
118,2015-10-05 22:00:00,0.000000000,0.778209589,0.085942238
119,2015-10-05 23:00:00,0.000000000,0.778209589,0.085942238
120,2015-10-06 00:00:00,0.000000000,0.778209589,0.085942238
121,2015-10-06 01:00:00,0.000000000,0.778209589,0.085942238
122,2015-10-06 02:00:00,0.000000000,0.778209589,0.085942238
123,2015-10-06 03:00:00,0.000000000,0.778209589,0.085942238
124,2015-10-06 04:00:00,0.000000000,0.778209589,0.085942238
125,2015-10-06 05:00:00,0.000000000,0.778209589,0.085942238
126,2015-10-06 06:00:00,0.000000000,0.778209589,0.085942238
127,2015-10-06 07:00:00,0.000000000,0.778209589,0.085942238
128,2015-10-06 08:00:00,0.000000000,0.778209589,0.085942238
129,2015-10-06 09:00:00,0.000000000,0.778209589,0.085942238
130,2015-10-06 10:00:00,0.000000000,0.778209589,0.085942238
131,2015-10-06 11:00:00,0.000000000,0.778209589,0.085942238
132,2015-10-06 12:00:00,0.000000000,0.778209589,0.085942238
133,2015-10-06 13:00:00,0.000000000,0.778209589,0.085942238
134,2015-10-06 14:00:00,0.000000000,0.778209589,0.085942238
135,2015-10-06 15:00:00,0.000000000,0.778209589,0.085942238
136,2015-10-06 16:00:00,0.000000000,0.778209589,0.085942238
137,2015-10-06 17:00:00,0.000000000,0.778209589,0.085942238
138,2015-10-06 18:00:00,0.000000000,0.778209589,0.085942238
139,2015-10-06 19:00:00,0.000000000,0.778209589,0.085942238
140,2015-10-06 20:00:00,0.000000000,0.778209589,0.085942238
141,2015-10-06 21:00:00,0.000000000,0.778209589,0.085942238
142,2015-10-06 22:00:00,0.000000000,0.778209589,0.085942238
143,2015-10-06 23:00:00,0.000000000,0.778209589,0.085942238
144,2015-10-07 00:00:00,0.000000000,0.778209589,0.085942238
145,2015-10-07 01:00:00,0.000000000,0.778209589,0.085942238
146,2015-10-07 02:00:00,0.000000000,0.778209589,0.085942238
147,2015-10-07 03:00:00,0.000000000,0.778209589,0.085942238
148,2015-10-07 04:00:00,0.000000000,0.778209589,0.085942238
149,2015-10-07 05:00:00,0.000000000,0.778209589,0.085942238
150,2015-10-07 06:00:00,0.000000000,0.778209589,0.085942238
151,2015-10-07 07:00:00,0.000000000,0.778209589,0.085942238
152,2015-10-07 08:00:00,0.000000000,0.778209589,0.085942238
153,2015-10-07 09:00:00,0.000000000,0.778209589,0.085942238
154,2015-10-07 10:00:00,0.000000000,0.778209589,0.085942238
155,2015-10-07 11:00:00,0.000000000,0.778209589,0.085942238
156,2015-10-07 12:00:00,0.000000000,0.778209589,0.085942238
157,2015-10-07 13:00:00,0.000000000,0.778209589,0.085942238
158,2015-10-07 14:00:00,0.000000000,0.778209589,0.085942238
159,2015-10-07 15:00:00,0.000000000,0.778209589,0.085942238
160,2015-10-07 16:00:00,0.000000000,0.778209589,0.085942238
161,2015-10-07 17:00:00,0.000000000,0.778209589,0.085942238
162,2015-10-07 18:00:00,0.000000000,0.778209589,0.085942238
163,2015-10-07 19:00:00,0.000000000,0.778209589,0.085942238
