Time Step,Time,SWE_mm,sm_frac_0.4m,sm_profile_0.1m
0,2015-10-01 00:00:00,0.000000000,0.881287270,0.085039292
1,2015-10-01 01:00:00,0.000000000,0.881287270,0.085039292
2,2015-10-01 02:00:00,0.000000000,0.881287270,0.085039292
3,2015-10-01 03:00:00,0.000000000,0.881287270,0.085039292
4,2015-10-01 04:00:00,0.000000000,0.881287270,0.085039292
5,2015-10-01 05:00:00,0.000000000,0.881287270,0.085039292
6,2015-10-01 06:00:00,0.000000000,0.881287270,0.085039292
7,2015-10-01 07:00:00,0.000000000,0.881287270,0.085039292
8,2015-10-01 08:00:00,0.000000000,0.881287270,0.085039292
9,2015-10-01 09:00:00,0.000000000,0.881287270,0.085039292
10,2015-10-01 10:00:00,0.000000000,0.881287270,0.085039292
11,2015-10-01 11:00:00,0.000000000,0.881287270,0.085039292
12,2015-10-01 12:00:00,0.000000000,0.881287270,0.085039292
13,2015-10-01 13:00:00,0.000000000,0.881287270,0.085039292
14,2015-10-01 14:00:00,0.000000000,0.881287270,0.085039292
15,2015-10-01 15:00:00,0.000000000,0.881287270,0.085039292
16,2015-10-01 16:00:00,0.000000000,0.881287270,0.085039292
17,2015-10-01 17:00:00,0.000000000,0.881287270,0.085039292
18,2015-10-01 18:00:00,0.000000000,0.881287270,0.085039292
19,2015-10-01 19:00:00,0.000000000,0.881287270,0.085039292
20,2015-10-01 20:00:00,0.000000000,0.881287270,0.085039292
21,2015-10-01 21:00:00,0.000000000,0.881287270,0.085039292
22,2015-10-01 22:00:00,0.000000000,0.881287270,0.085039292
23,2015-10-01 23:00:00,0.000000000,0.879839305,0.085050282
24,2015-10-02 00:00:00,0.000000000,0.879839305,0.085050282
25,2015-10-02 01:00:00,0.000000000,0.879839305,0.085050282
26,2015-10-02 02:00:00,0.000000000,0.865629270,0.085160391
27,2015-10-02 03:00:00,0.000000000,0.859590422,0.085208463
28,2015-10-02 04:00:00,0.000000000,0.858382036,0.085218176
29,2015-10-02 05:00:00,0.000000000,0.858382036,0.085218176
30,2015-10-02 06:00:00,0.000000000,0.857153185,0.085228087
31,2015-10-02 07:00:00,0.000000000,0.856174858,0.085236001
32,2015-10-02 08:00:00,0.000000000,0.856174858,0.085236001
33,2015-10-02 09:00:00,0.000000000,0.856174858,0.085236001
34,2015-10-02 10:00:00,0.000000000,0.856174858,0.085236001
35,2015-10-02 11:00:00,0.000000000,0.856174858,0.085236001
36,2015-10-02 12:00:00,0.000000000,0.856174858,0.085236001
37,2015-10-02 13:00:00,0.000000000,0.856174858,0.085236001
38,2015-10-02 14:00:00,0.000000000,0.856174858,0.085236001
39,2015-10-02 15:00:00,0.000000000,0.856174858,0.085236001
40,2015-10-02 16:00:00,0.000000000,0.846327005,0.085316847
41,2015-10-02 17:00:00,0.000000000,0.832936294,0.085430358
42,2015-10-02 18:00:00,0.000000000,0.824608774,0.085503122
43,2015-10-02 19:00:00,0.000000000,0.817399489,0.085567518
44,2015-10-02 20:00:00,0.000000000,0.794833479,0.085777972
45,2015-10-02 21:00:00,0.000000000,0.789355868,0.085831197
46,2015-10-02 22:00:00,0.000000000,0.788143691,0.085843093
47,2015-10-02 23:00:00,0.000000000,0.786338808,0.085860887
48,2015-10-03 00:00:00,0.000000000,0.784482089,0.085879292
49,2015-10-03 01:00:00,0.000000000,0.780426505,0.085919854
50,2015-10-03 02:00:00,0.000000000,0.780353524,0.085920588
51,2015-10-03 03:00:00,0.000000000,0.778914360,0.085935106
52,2015-10-03 04:00:00,0.000000000,0.778914360,0.085935106
53,2015-10-03 05:00:00,0.000000000,0.777653154,0.085947880
54,2015-10-03 06:00:00,0.000000000,0.777653154,0.085947880
55,2015-10-03 07:00:00,0.000000000,0.777653154,0.085947880
56,2015-10-03 08:00:00,0.000000000,0.776951701,0.085955006
57,2015-10-03 09:00:00,0.000000000,0.775989982,0.085964801
58,2015-10-03 10:00:00,0.000000000,0.775989982,0.085964801
59,2015-10-03 11:00:00,0.000000000,0.771085476,0.086015201
60,2015-10-03 12:00:00,0.000000000,0.769255147,0.086034206
61,2015-10-03 13:00:00,0.000000000,0.767945237,0.086047873
62,2015-10-03 14:00:00,0.000000000,0.766740515,0.086060491
63,2015-10-03 15:00:00,0.000000000,0.765767085,0.086070721
64,2015-10-03 16:00:00,0.000000000,0.765767085,0.086070721
65,2015-10-03 17:00:00,0.000000000,0.765767085,0.086070721
66,2015-10-03 18:00:00,0.000000000,0.765767085,0.086070721
67,2015-10-03 19:00:00,0.000000000,0.765767085,0.086070721
68,2015-10-03 20:00:00,0.000000000,0.765767085,0.086070721
69,2015-10-03 21:00:00,0.000000000,0.765767085,0.086070721
70,2015-10-03 22:00:00,0.000000000,0.765767085,0.086070721
71,2015-10-03 23:00:00,0.000000000,0.765767085,0.086070721
72,2015-10-04 00:00:00,0.000000000,0.765767085,0.086070721
73,2015-10-04 01:00:00,0.000000000,0.765767085,0.086070721
74,2015-10-04 02:00:00,0.000000000,0.765767085,0.086070721
75,2015-10-04 03:00:00,0.000000000,0.765767085,0.086070721
76,2015-10-04 04:00:00,0.000000000,0.765767085,0.086070721
77,2015-10-04 05:00:00,0.000000000,0.765767085,0.086070721
78,2015-10-04 06:00:00,0.000000000,0.765767085,0.086070721
79,2015-10-04 07:00:00,0.000000000,0.765767085,0.086070721
80,2015-10-04 08:00:00,0.000000000,0.765767085,0.086070721
81,2015-10-04 09:00:00,0.000000000,0.765767085,0.086070721
82,2015-10-04 10:00:00,0.000000000,0.765767085,0.086070721
83,2015-10-04 11:00:00,0.000000000,0.765767085,0.086070721
84,2015-10-04 12:00:00,0.000000000,0.765767085,0.086070721
85,2015-10-04 13:00:00,0.000000000,0.765767085,0.086070721
86,2015-10-04 14:00:00,0.000000000,0.765767085,0.086070721
87,2015-10-04 15:00:00,0.000000000,0.765767085,0.086070721
88,2015-10-04 16:00:00,0.000000000,0.765767085,0.086070721
89,2015-10-04 17:00:00,0.000000000,0.765767085,0.086070721
90,2015-10-04 18:00:00,0.000000000,0.765767085,0.086070721
91,2015-10-04 19:00:00,0.000000000,0.765767085,0.086070721
92,2015-10-04 20:00:00,0.000000000,0.765767085,0.086070721
93,2015-10-04 21:00:00,0.000000000,0.765767085,0.086070721
94,2015-10-04 22:00:00,0.000000000,0.765767085,0.086070721
95,2015-10-04 23:00:00,0.000000000,0.765767085,0.086070721
96,2015-10-05 00:00:00,0.000000000,0.765767085,0.086070721
97,2015-10-05 01:00:00,0.000000000,0.765767085,0.086070721
98,2015-10-05 02:00:00,0.000000000,0.765767085,0.086070721
99,2015-10-05 03:00:00,0.000000000,0.765767085,0.086070721
100,2015-10-05 04:00:00,0.000000000,0.765767085,0.086070721
101,2015-10-05 05:00:00,0.000000000,0.765767085,0.086070721
102,2015-10-05 06:00:00,0.000000000,0.765767085,0.086070721
103,2015-10-05 07:00:00,0.000000000,0.765767085,0.086070721
104,2015-10-05 08:00:00,0.000000000,0.765767085,0.086070721
105,2015-10-05 09:00:00,0.000000000,0.765767085,0.086070721
106,2015-10-05 10:00:00,0.000000000,0.765767085,0.086070721
107,2015-10-05 11:00:00,0.000000000,0.765767085,0.086070721
108,2015-10-05 12:00:00,0.000000000,0.765767085,0.086070721
109,2015-10-05 13:00:00,0.000000000,0.765767085,0.086070721
110,2015-10-05 14:00:00,0.000000000,0.765767085,0.086070721
111,2015-10-05 15:00:00,0.000000000,0.765767085,0.086070721
112,2015-10-05 16:00:00,0.000000000,0.765767085,0.086070721
113,2015-10-05 17:00:00,0.000000000,0.765767085,0.086070721
114,2015-10-05 18:00:00,0.000000000,0.765767085,0.086070721
115,2015-10-05 19:00:00,0.000000000,0.765767085,0.086070721
116,2015-10-05 20:00:00,0.000000000,0.765767085,0.086070721
117,2015-10-05 21:00:00,0.000000000,0.765767085,0.086070721
118,2015-10-05 22:00:00,0.000000000,0.765767085,0.086070721
119,2015-10-05 23:00:00,0.000000000,0.765767085,0.086070721
120,2015-10-06 00:00:00,0.000000000,0.765767085,0.086070721
121,2015-10-06 01:00:00,0.000000000,0.765767085,0.086070721
122,2015-10-06 02:00:00,0.000000000,0.765767085,0.086070721
123,2015-10-06 03:00:00,0.000000000,0.765767085,0.086070721
124,2015-10-06 04:00:00,0.000000000,0.765767085,0.086070721
125,2015-10-06 05:00:00,0.000000000,0.765767085,0.086070721
126,2015-10-06 06:00:00,0.000000000,0.765767085,0.086070721
127,2015-10-06 07:00:00,0.000000000,0.765767085,0.086070721
128,2015-10-06 08:00:00,0.000000000,0.765767085,0.086070721
129,2015-10-06 09:00:00,0.000000000,0.765767085,0.086070721
130,2015-10-06 10:00:00,0.000000000,0.765767085,0.086070721
131,2015-10-06 11:00:00,0.000000000,0.765767085,0.086070721
132,2015-10-06 12:00:00,0.000000000,0.765767085,0.086070721
133,2015-10-06 13:00:00,0.000000000,0.765767085,0.086070721
134,2015-10-06 14:00:00,0.000000000,0.765767085,0.086070721
135,2015-10-06 15:00:00,0.000000000,0.765767085,0.086070721
136,2015-10-06 16:00:00,0.000000000,0.765767085,0.086070721
137,2015-10-06 17:00:00,0.000000000,0.765767085,0.086070721
138,2015-10-06 18:00:00,0.000000000,0.765767085,0.086070721
139,2015-10-06 19:00:00,0.000000000,0.765767085,0.086070721
140,2015-10-06 20:00:00,0.000000000,0.765767085,0.086070721
141,2015-10-06 21:00:00,0.000000000,0.765767085,0.086070721
142,2015-10-06 22:00:00,0.000000000,0.765767085,0.086070721
143,2015-10-06 23:00:00,0.000000000,0.765767085,0.086070721
144,2015-10-07 00:00:00,0.000000000,0.765767085,0.086070721
145,2015-10-07 01:00:00,0.000000000,0.765767085,0.086070721
146,2015-10-07 02:00:00,0.000000000,0.765767085,0.086070721
147,2015-10-07 03:00:00,0.000000000,0.765767085,0.086070721
148,2015-10-07 04:00:00,0.000000000,0.765767085,0.086070721
149,2015-10-07 05:00:00,0.000000000,0.765767085,0.086070721
150,2015-10-07 06:00:00,0.000000000,0.765767085,0.086070721
151,2015-10-07 07:00:00,0.000000000,0.765767085,0.086070721
152,2015-10-07 08:00:00,0.000000000,0.765767085,0.086070721
153,2015-10-07 09:00:00,0.000000000,0.765767085,0.086070721
154,2015-10-07 10:00:00,0.000000000,0.765767085,0.086070721
155,2015-10-07 11:00:00,0.000000000,0.765767085,0.086070721
156,2015-10-07 12:00:00,0.000000000,0.765767085,0.086070721
157,2015-10-07 13:00:00,0.000000000,0.765767085,0.086070721
158,2015-10-07 14:00:00,0.000000000,0.765767085,0.086070721
159,2015-10-07 15:00:00,0.000000000,0.765767085,0.086070721
160,2015-10-07 16:00:00,0.000000000,0.765767085,0.086070721
161,2015-10-07 17:00:00,0.000000000,0.765767085,0.086070721
162,2015-10-07 18:00:00,0.000000000,0.765767085,0.086070721
163,2015-10-07 19:00:00,0.000000000,0.765767085,0.086070721
