OBJECTID,ID,Name___Nom,Latitude,Longitude,Prov_Terr,Timezone___Fuseau_horaire,HydroID2,NEAR_FID,NEAR_DIST
212,02GC026,BIG OTTER CREEK NEAR CALTON,42.710560000000001,-80.840840000000000,ON,UTC-05:00,41003940,3945,0.000000001317316
213,02GC029,KETTLE CREEK ABOVE ST. THOMAS,42.835000000000001,-81.134720000000002,ON,UTC-05:00,41003511,3516,0.000000000047122
214,02GC030,CATFISH CREEK AT AYLMER,42.773890000000002,-80.982780000000005,ON,UTC-05:00,41003703,3708,0.000000006696006
215,02GC031,DODD CREEK BELOW PAYNES MILLS,42.787500000000001,-81.267499999999998,ON,UTC-05:00,41003682,3687,0.000000000111287
216,02GC036,SILVER CREEK NEAR GROVESEND,42.675829999999998,-80.953329999999994,ON,UTC-05:00,41004099,4104,0.000000000336510
217,02GC037,NANTICOKE CREEK NEAR DUNDURN,42.967059999999996,-80.343400000000003,ON,UTC-05:00,41002791,2796,0.000000000366892
218,02GC038,VENISON CREEK NEAR LANGTON,42.727649999999997,-80.626530000000002,ON,UTC-05:00,41003923,3928,0.000000000438322
219,02GD001,THAMES RIVER NEAR EALING,42.972499999999997,-81.209720000000004,ON,UTC-05:00,41002909,2914,0.000000000046657
220,02GD003,NORTH THAMES RIVER BELOW FANSHAWE DAM,43.040280000000003,-81.182220000000001,ON,UTC-05:00,41002682,2687,0.000000000128171
221,02GD004,MIDDLE THAMES RIVER AT THAMESFORD,43.059170000000002,-80.994720000000001,ON,UTC-05:00,41002565,2570,0.000000000115606
222,02GD005,NORTH THAMES RIVER AT ST. MARYS,43.255830000000003,-81.145550000000000,ON,UTC-05:00,41002068,2073,0.000000000276899
223,02GD008,MEDWAY RIVER AT LONDON,43.013890000000004,-81.280559999999994,ON,UTC-05:00,41002752,2757,0.000000000338348
224,02GD009,TROUT CREEK NEAR ST. MARYS,43.273249999999997,-81.103250000000003,ON,UTC-05:00,41002031,2036,0.000000000277893
225,02GD010,FISH CREEK NEAR PROSPECT HILL,43.220469999999999,-81.236890000000002,ON,UTC-05:00,41002145,2150,0.000000000485051
226,02GD011,CEDAR CREEK AT WOODSTOCK,43.121940000000002,-80.751109999999997,ON,UTC-05:00,41002411,2416,0.000000000244874
227,02GD014,NORTH THAMES RIVER NEAR MITCHELL,43.450279999999999,-81.206670000000003,ON,UTC-05:00,41001680,1685,0.000000000352690
228,02GD015,NORTH THAMES RIVER NEAR THORNDALE,43.149439999999998,-81.192220000000006,ON,UTC-05:00,41002480,2485,0.000000000481942
229,02GD016,THAMES RIVER AT INGERSOLL,43.041390000000000,-80.886390000000006,ON,UTC-05:00,41002609,2614,0.000000000021944
230,02GD018,AVON RIVER BELOW STRATFORD,43.344720000000002,-81.116420000000005,ON,UTC-05:00,41001841,1846,0.000000000033065
231,02GD019,TROUT CREEK NEAR FAIRVIEW,43.295830000000002,-80.973050000000001,ON,UTC-05:00,41001998,2003,0.000000000330521
232,02GD021,THAMES RIVER AT INNERKIP,43.215280000000000,-80.691950000000006,ON,UTC-05:00,41002124,2129,0.000000000052454
233,02GD022,NISSOURI CREEK NEAR EMBRO,43.130000000000003,-80.963329999999999,ON,UTC-05:00,41002402,2407,0.000000000360342
234,02GD026,AVON RIVER ABOVE STRATFORD,43.376640000000002,-80.937939999999998,ON,UTC-05:00,41001745,1750,0.000000000916391
235,02GD027,REYNOLDS CREEK NEAR PUTNAM,42.981670000000001,-80.954719999999995,ON,UTC-05:00,41002814,2819,0.000000000302781
236,02GD028,STONEY CREEK AT LONDON,43.021949999999997,-81.253889999999998,ON,UTC-05:00,41002712,2717,0.000000000430417
237,02GE002,THAMES RIVER AT BYRON,42.962499999999999,-81.332220000000007,ON,UTC-05:00,41002984,2989,0.000000000025979
238,02GE003,THAMES RIVER AT THAMESVILLE,42.544719999999998,-81.967219999999998,ON,UTC-05:00,41004437,4442,0.000000000064887
239,02GE004,THAMES RIVER AT CHATHAM,42.414439999999999,-82.179440000000000,ON,UTC-05:00,41004631,4636,0.000000000684164
240,02GE005,DINGMAN CREEK BELOW LAMBETH,42.933889999999998,-81.351389999999995,ON,UTC-05:00,41003178,3183,0.000000000111760
241,02GE006,THAMES RIVER NEAR DUTTON,42.730559999999997,-81.577500000000001,ON,UTC-05:00,41003925,3930,0.000000000187872
242,02GE007,MCGREGOR CREEK NEAR CHATHAM,42.383519999999997,-82.094170000000005,ON,UTC-05:00,41004658,4663,0.000000000753869
243,02GE008,OXBOW CREEK NEAR KILWORTH,42.966389999999997,-81.418049999999994,ON,UTC-05:00,41002994,2999,0.000000000766256
244,02GE009,BIG CREEK NEAR COMBER,42.205010000000001,-82.520259999999993,ON,UTC-05:00,41004964,4969,0.000000000654360
245,02GG002,SYDENHAM RIVER NEAR ALVINSTON,42.830829999999999,-81.851939999999999,ON,UTC-05:00,41003726,3731,0.000000000154362
246,02GG003,SYDENHAM RIVER AT FLORENCE,42.650550000000003,-82.008330000000001,ON,UTC-05:00,41004257,4262,0.000000000189345
247,02GG005,SYDENHAM RIVER AT STRATHROY,42.958610000000000,-81.627219999999994,ON,UTC-05:00,41003017,3022,0.000000001850530
248,02GG006,BEAR CREEK NEAR PETROLIA,42.905830000000002,-82.119159999999994,ON,UTC-05:00,41003475,3480,0.000000001938673
249,02GG008,SYDENHAM RIVER AT WALLACEBURG,42.592779999999998,-82.383330000000001,ON,UTC-05:00,41004405,4410,0.000000000228002
250,02GG009,BEAR CREEK BELOW BRIGDEN,42.811940000000000,-82.298330000000007,ON,UTC-05:00,41003773,3778,0.000000000328356
251,02GG013,BLACK CREEK NEAR BRADSHAW,42.762439999999998,-82.259219999999999,ON,UTC-05:00,41003878,3883,0.000000000786137
252,02GH002,RUSCOM RIVER NEAR RUSCOM STATION,42.211390000000002,-82.629170000000002,ON,UTC-05:00,41004954,4959,0.000000000336512
253,02GH003,CANARD RIVER NEAR LUKERVILLE,42.158890000000000,-83.018889999999999,ON,UTC-05:00,41005062,5067,0.000000001094471
254,02GH004,TURKEY CREEK AT WINDSOR,42.260559999999998,-83.039720000000003,ON,UTC-05:00,41004894,4899,0.000000000150271
255,02GH011,LITTLE RIVER AT WINDSOR,42.309719999999999,-82.928340000000006,ON,UTC-05:00,41004809,4814,0.000000000782326
256,02HA006,TWENTY MILE CREEK AT BALLS FALLS,43.133609999999997,-79.383330000000001,ON,UTC-05:00,41028412,28418,0.000000000149749
257,02HA007,WELLAND RIVER BELOW CAISTOR CORNERS,43.021670000000000,-79.617769999999993,ON,UTC-05:00,41028587,28593,0.000000000417828
259,02HA014,REDHILL CREEK AT HAMILTON,43.232219999999998,-79.784719999999993,ON,UTC-05:00,41028309,28315,0.000000001274090
260,02HA020,TWENTY MILE CREEK ABOVE SMITHVILLE,43.115549999999999,-79.566109999999995,ON,UTC-05:00,41028492,28498,0.000000000094277
261,02HA024,OSWEGO CREEK AT CANBORO,42.991390000000003,-79.678340000000006,ON,UTC-05:00,41028670,28676,0.000000000049123
262,02HA030,FOUR MILE CREEK NEAR VIRGIL,43.195610000000002,-79.113330000000005,ON,UTC-05:00,41028327,28333,0.000000000408063
263,02HA031,TWELVE MILE CREEK NEAR POWER GLEN,43.114780000000003,-79.274559999999994,ON,UTC-05:00,41028447,28453,0.000000007913102
264,02HA032,NORTH CREEK NEAR SMITHVILLE,43.074530000000003,-79.525000000000006,ON,UTC-05:00,41028504,28510,0.000000000353529
265,02HB001,CREDIT RIVER NEAR CATARACT,43.835830000000001,-80.022779999999997,ON,UTC-05:00,41027717,27723,0.000000000027031
266,02HB004,EAST SIXTEEN MILE CREEK NEAR OMAGH,43.498890000000003,-79.776949999999999,ON,UTC-05:00,41028118,28124,0.000000000072100
267,02HB005,SIXTEEN MILE CREEK AT MILTON,43.513890000000004,-79.879720000000006,ON,UTC-05:00,41028112,28118,0.000000000261293
268,02HB007,SPENCER CREEK AT DUNDAS,43.265560000000001,-79.964160000000007,ON,UTC-05:00,41028272,28278,0.000000001160448
269,02HB008,CREDIT RIVER WEST BRANCH AT NORVAL,43.646670000000000,-79.866389999999996,ON,UTC-05:00,41027997,28003,0.000000000518554
270,02HB011,BRONTE CREEK NEAR ZIMMERMAN,43.436940000000000,-79.864440000000002,ON,UTC-05:00,41028152,28158,0.000000004027846
271,02HB012,GRINDSTONE CREEK NEAR ALDERSHOT,43.300559999999997,-79.868889999999993,ON,UTC-05:00,41028239,28245,0.000000000009990
272,02HB013,CREDIT RIVER NEAR ORANGEVILLE,43.891109999999998,-80.062230000000000,ON,UTC-05:00,41027653,27659,0.000000000221532
273,02HB015,SPENCER CREEK NEAR WESTOVER,43.353079999999999,-80.077889999999996,ON,UTC-05:00,41028210,28216,0.000000000310481
274,02HB018,CREDIT RIVER AT BOSTON MILLS,43.773609999999998,-79.926940000000002,ON,UTC-05:00,41027882,27888,0.000000001150922
275,02HB020,CREDIT RIVER ERIN BRANCH ABOVE ERIN,43.771949999999997,-80.093329999999995,ON,UTC-05:00,41027841,27847,0.000000003786977
276,02HB021,ANCASTER CREEK AT ANCASTER,43.231169999999999,-79.973860000000002,ON,UTC-05:00,41028340,28346,0.000000000775193
277,02HB022,BRONTE CREEK AT CARLISLE,43.388890000000004,-79.988050000000001,ON,UTC-05:00,41028191,28197,0.000000000062357
278,02HB023,SPENCER CREEK AT HIGHWAY NO. 5,43.283050000000003,-80.052779999999998,ON,UTC-05:00,41028257,28263,0.000000000014625
279,02HB024,BLACK CREEK BELOW ACTON,43.629309999999997,-80.010419999999996,ON,UTC-05:00,41028014,28020,0.000000003462511
280,02HB025,CREDIT RIVER AT NORVAL,43.647500000000001,-79.856110000000001,ON,UTC-05:00,41027984,27990,0.000000001860671
281,02HB027,FOURTEEN MILE CREEK AT OAKVILLE,43.421109999999999,-79.703059999999994,ON,UTC-05:00,41028162,28168,0.000000000514525
282,02HB028,GRINDSTONE CREEK NEAR MILLGROVE,43.334859999999999,-79.949060000000003,ON,UTC-05:00,41028218,28224,0.000000000333435
283,02HB029,CREDIT RIVER AT STREETSVILLE,43.582360000000001,-79.708110000000005,ON,UTC-05:00,41028032,28038,0.000000002075399
284,02HB030,COOKSVILLE CREEK NEAR COOKSVILLE,43.592329999999997,-79.623890000000003,ON,UTC-05:00,41028035,28041,0.000000000503783
285,02HB031,CREDIT RIVER ERIN BRANCH AT HILLSBURGH,43.790250000000000,-80.143439999999998,ON,UTC-05:00,41027818,27824,0.000000000588380
286,02HB032,MOUNTSBERG CREEK BELOW MOUNTSBERG RESERVOIR,43.454830000000001,-80.045829999999995,ON,UTC-05:00,41028159,28165,0.000000001544630
287,02HB033,MOUNTSBERG CREEK NEAR CARLISLE,43.401530000000001,-79.993030000000005,ON,UTC-05:00,41028190,28196,0.000000000202384
288,02HC003,HUMBER RIVER AT WESTON,43.698889999999999,-79.520280000000000,ON,UTC-05:00,41027910,27916,0.000000000364318
289,02HC005,DON RIVER AT YORK MILLS,43.740279999999998,-79.403049999999993,ON,UTC-05:00,41027856,27862,0.000000000162378
290,02HC009,EAST HUMBER RIVER NEAR PINE GROVE,43.789999999999999,-79.584440000000001,ON,UTC-05:00,41027767,27773,0.000000005008705
291,02HC013,HIGHLAND CREEK NEAR WEST HILL,43.778329999999997,-79.191389999999998,ON,UTC-05:00,41027746,27752,0.000000000275946
292,02HC017,ETOBICOKE CREEK AT BRAMPTON,43.691389999999998,-79.759720000000002,ON,UTC-05:00,41027944,27950,0.000000000292045
293,02HC018,LYNDE CREEK NEAR WHITBY,43.875560000000000,-78.960279999999997,ON,UTC-05:00,41027563,27569,0.000000000096574
294,02HC019,DUFFINS CREEK ABOVE PICKERING,43.891390000000001,-79.059169999999995,ON,UTC-05:00,41027565,27571,0.000000000278182
295,02HC022,ROUGE RIVER NEAR MARKHAM,43.858330000000002,-79.233609999999999,ON,UTC-05:00,41027672,27678,0.000000000156329
296,02HC023,COLD CREEK NEAR BOLTON (02HC023),43.890278000000002,-79.719999999999999,ON,UTC-05:00,41027585,27591,0.000000000449520
297,02HC024,DON RIVER AT TODMORDEN,43.685830000000003,-79.361390000000000,ON,UTC-05:00,41027916,27922,0.000000000995214
298,02HC025,HUMBER RIVER AT ELDER MILLS,43.811390000000003,-79.627780000000001,ON,UTC-05:00,41027742,27748,0.000000000065954
299,02HC027,BLACK CREEK NEAR WESTON,43.674169999999997,-79.504450000000006,ON,UTC-05:00,41027933,27939,0.000000000348976
300,02HC028,LITTLE ROUGE CREEK NEAR LOCUST HILL,43.907769999999999,-79.216110000000000,ON,UTC-05:00,41027582,27588,0.000000002412505
301,02HC030,ETOBICOKE CREEK BELOW QUEEN ELIZABETH HIGHWAY,43.601669999999999,-79.556389999999993,ON,UTC-05:00,41028026,28032,0.000000000166322
302,02HC031,WEST HUMBER RIVER AT HIGHWAY NO. 7,43.758339999999997,-79.678889999999996,ON,UTC-05:00,41027830,27836,0.000000000127784
303,02HC032,EAST HUMBER RIVER AT KING CREEK,43.902780000000000,-79.612780000000001,ON,UTC-05:00,41027540,27546,0.000000000950341
304,02HC033,MIMICO CREEK AT ISLINGTON,43.647500000000001,-79.519720000000007,ON,UTC-05:00,41027985,27991,0.000000001811326
305,02HC038,WEST DUFFINS CREEK ABOVE GREEN RIVER,43.914999999999999,-79.179720000000003,ON,UTC-05:00,41027436,27442,0.000000000432670
306,02HC047,HUMBER RIVER NEAR PALGRAVE,43.930830000000000,-79.822220000000002,ON,UTC-05:00,41027496,27502,0.000000000024180
307,02HC049,DUFFINS CREEK AT AJAX,43.848889999999997,-79.056110000000004,ON,UTC-05:00,41027595,27601,0.000000001231707
308,02HC051,CENTREVILLE CREEK NEAR ALBION,43.924450000000000,-79.834440000000001,ON,UTC-05:00,41027552,27558,0.000000000608771
309,02HC053,LITTLE ROUGE RIVER NEAR DICKSONS HILL,43.925690000000003,-79.282190000000000,ON,UTC-05:00,41027418,27424,0.000000000452852
310,02HC054,LYNDE CREEK AT BROOKLIN,43.959170000000000,-78.959999999999994,ON,UTC-05:00,41027353,27359,0.000000000229516
311,02HC055,LYNDE CREEK TRIBUTARY NEAR KINSALE,43.931950000000001,-78.988609999999994,ON,UTC-05:00,41027512,27518,0.000000000205023
312,02HC056,DON RIVER EAST BRANCH NEAR THORNHILL,43.826610000000002,-79.438079999999999,ON,UTC-05:00,41027674,27680,0.000000000176035
313,02HC057,HUMBER RIVER NEAR BALLYCROY,43.970309999999998,-79.887720000000002,ON,UTC-05:00,41027387,27393,0.000000000644851
314,02HC058,WEST HIGHLAND CREEK NEAR SCARBOROUGH VILLAGE,43.753219999999999,-79.233670000000004,ON,UTC-05:00,41027799,27805,0.000000000466268
315,02HC059,Humber River at Highway No. 9,43.968769999999999,-79.873739999999998,ON,UTC-05:00,41027387,27393,0.000000004033661
316,02HD003,GANARASKA RIVER NEAR OSACA,44.015279999999997,-78.437500000000000,ON,UTC-05:00,41027151,27157,0.000000000163541
317,02HD004,NORTH WEST GANARASKA RIVER NEAR OSACA,44.017220000000002,-78.438890000000001,ON,UTC-05:00,41027138,27144,0.000000000899741
318,02HD006,BOWMANVILLE CREEK AT BOWMANVILLE,43.921469999999999,-78.701999999999998,ON,UTC-05:00,41027367,27373,0.000000000163046
319,02HD008,OSHAWA CREEK AT OSHAWA,43.930280000000003,-78.891670000000005,ON,UTC-05:00,41027461,27467,0.000000000747120
320,02HD009,WILMOT CREEK NEAR NEWCASTLE,43.930280000000003,-78.618889999999993,ON,UTC-05:00,41027385,27391,0.000000000536587
321,02HD010,SHELTER VALLEY BROOK NEAR GRAFTON,43.991940000000000,-78.001390000000001,ON,UTC-05:00,41027169,27175,0.000000000264562
322,02HD012,GANARASKA RIVER ABOVE DALE,43.990830000000003,-78.328329999999994,ON,UTC-05:00,41027182,27188,0.000000001566404
323,02HD013,HARMONY CREEK AT OSHAWA,43.888890000000004,-78.825000000000003,ON,UTC-05:00,41027459,27465,0.000000000175445
324,02HD018,PROCTORS CREEK NEAR BRIGHTON,44.059719999999999,-77.744450000000001,ON,UTC-05:00,41026960,26966,0.000000000056146
325,02HD019,COBOURG BROOK AT COBOURG,43.965000000000003,-78.185000000000002,ON,UTC-05:00,41027232,27238,0.000000000358408
326,02HD020,BALTIMORE CREEK AT BALTIMORE,44.028829999999999,-78.147059999999996,ON,UTC-05:00,41027081,27087,0.000000000474868
327,02HD021,WILMOT CREEK NEAR LESKARD,44.005719999999997,-78.642330000000001,ON,UTC-05:00,41027220,27226,0.000000000042349
328,02HD022,COBOURG BROOK NEAR PRECIOUS CORNERS,43.988470000000000,-78.210750000000004,ON,UTC-05:00,41027187,27193,0.000000000128310
329,02HD023,MACKIE CREEK NEAR HAMPTON,43.979080000000003,-78.680310000000006,ON,UTC-05:00,41027256,27262,0.000000001077702
330,02HD024,GAGE CREEK NEAR DALE,43.997030000000002,-78.254329999999996,ON,UTC-05:00,41027186,27192,0.000000000281437
331,02HE002,CONSECON CREEK AT ALISONVILLE,44.027780000000000,-77.366669999999999,ON,UTC-05:00,41026915,26921,0.000000000131297
332,02HE004,BLACK CREEK AT MILFORD,43.936830000000000,-77.094970000000004,ON,UTC-05:00,41027092,27098,0.000000008144635
333,02HF002,GULL RIVER AT NORLAND,44.731949999999998,-78.818049999999999,ON,UTC-05:00,41024440,24446,0.000000000708039
334,02HF003,BURNT RIVER NEAR BURNT RIVER,44.710000000000001,-78.677499999999995,ON,UTC-05:00,41024610,24616,0.000000000240748
335,02HG001,MARIPOSA BROOK NEAR LITTLE BRITAIN,44.289720000000003,-78.841669999999993,ON,UTC-05:00,41026334,26340,0.000000000359532
336,02HG002,NONQUON RIVER NEAR PORT PERRY,44.086689999999997,-79.006079999999997,ON,UTC-05:00,41027034,27040,0.000000001293536
337,02HG003,BLACKSTOCK CREEK NEAR BLACKSTOCK,44.131920000000001,-78.828969999999998,ON,UTC-05:00,41026874,26880,0.000000005944352
338,02HH003,PIGEON RIVER NEAR LOTUS,44.124169999999999,-78.694999999999993,ON,UTC-05:00,41026906,26912,0.000000000273023
339,02HH005,PIGEON RIVER AT OMEMEE,44.296720000000001,-78.549999999999997,ON,UTC-05:00,41026208,26214,0.000000001271685
340,02HJ001,JACKSON CREEK AT PETERBOROUGH,44.302500000000002,-78.321110000000004,ON,UTC-05:00,41026161,26167,0.000000000153602
341,02HJ003,OUSE RIVER NEAR WESTWOOD,44.298609999999996,-78.045559999999995,ON,UTC-05:00,41026212,26218,0.000000000180677
342,02HJ005,SQUIRREL CREEK NEAR BAILIEBORO,44.123330000000003,-78.388610000000000,ON,UTC-05:00,41026816,26822,0.000000000346297
343,02HJ006,JACKSON CREEK NEAR JACKSON HEIGHTS,44.309829999999998,-78.370720000000006,ON,UTC-05:00,41026133,26139,0.000000005220758
344,02HJ007,BAXTER CREEK AT MILLBROOK,44.150530000000003,-78.447109999999995,ON,UTC-05:00,41026774,26780,0.000000000345383
346,02HK003,CROWE RIVER AT MARMORA,44.481670000000001,-77.684719999999999,ON,UTC-05:00,41025354,25360,0.000000000321237
347,02HK005,CROWE RIVER NEAR GLEN ALDA,44.844439999999999,-77.931110000000004,ON,UTC-05:00,41023838,23844,0.000000000694423
348,02HK006,BEAVER CREEK NEAR MARMORA,44.535280000000000,-77.696659999999994,ON,UTC-05:00,41025076,25082,0.000000000251893
349,02HK007,COLD CREEK AT ORLAND,44.134720000000002,-77.786940000000001,ON,UTC-05:00,41026670,26676,0.000000000362775
350,02HK008,RAWDON CREEK NEAR WEST HUNTINGDON,44.338050000000003,-77.477220000000003,ON,UTC-05:00,41025804,25810,0.000000000450549
351,02HK009,BURNLEY CREEK ABOVE WARKWORTH,44.195839999999997,-77.911670000000001,ON,UTC-05:00,41026458,26464,0.000000002444356
352,02HK010,TRENT RIVER AT TRENTON (AFFRA),44.108330000000002,-77.579170000000005,ON,UTC-05:00,41026710,26716,0.000000000140056
353,02HK011,MAYHEW CREEK NEAR TRENTON,44.109169999999999,-77.612530000000007,ON,UTC-05:00,41026694,26700,0.000000000715322
354,02HK015,SALT CREEK NEAR CODRINGTON,44.204560000000001,-77.819080000000000,ON,UTC-05:00,41026475,26481,0.000000001294932
355,02HK016,TROUT CREEK NEAR CAMPBELLFORD,44.307000000000002,-77.830939999999998,ON,UTC-05:00,41026076,26082,0.000000000431487
356,02HK017,HOARDS CREEK NEAR WELLMAN,44.336939999999998,-77.628670000000000,ON,UTC-05:00,41025839,25845,0.000000000247535
357,02HL001,MOIRA RIVER NEAR FOXBORO,44.253610000000002,-77.419169999999994,ON,UTC-05:00,41026131,26137,0.000000001126335
358,02HL003,BLACK RIVER NEAR ACTINOLITE,44.539439999999999,-77.370829999999998,ON,UTC-05:00,41024891,24897,0.000000000952768
359,02HL004,SKOOTAMATTA RIVER NEAR ACTINOLITE,44.549720000000001,-77.328059999999994,ON,UTC-05:00,41024890,24896,0.000000000216154
360,02HL005,MOIRA RIVER NEAR DELORO,44.499720000000003,-77.618330000000000,ON,UTC-05:00,41025161,25167,0.000000000066994
361,02HL007,MOIRA RIVER NEAR TWEED,44.488610000000001,-77.319440000000000,ON,UTC-05:00,41025131,25137,0.000000000392577
362,02HL008,CLARE RIVER NEAR BOGART,44.483330000000002,-77.227789999999999,ON,UTC-05:00,41025078,25084,0.000000000051152
363,02HM002,DEPOT CREEK AT BELLROCK,44.471390000000000,-76.762780000000006,ON,UTC-05:00,41024978,24984,0.000000000177700
364,02HM003,SALMON RIVER NEAR SHANNONVILLE,44.207220000000000,-77.209170000000000,ON,UTC-05:00,41026357,26363,0.000000000541323
365,02HM004,WILTON CREEK NEAR NAPANEE,44.239440000000002,-76.849440000000001,ON,UTC-05:00,41026069,26075,0.000000000487143
366,02HM005,COLLINS CREEK NEAR KINGSTON,44.256390000000003,-76.612499999999997,ON,UTC-05:00,41025904,25910,0.000000000408978
367,02HM006,MILLHAVEN CREEK NEAR MILLHAVEN,44.226390000000002,-76.759159999999994,ON,UTC-05:00,41025997,26003,0.000000000005347
368,02HM007,NAPANEE RIVER AT CAMDEN EAST,44.334719999999997,-76.838890000000006,ON,UTC-05:00,41025603,25609,0.000000000545432
369,02HM009,WEST BRANCH LITTLE CATARAQUI CREEK NEAR KINGSTON,44.240000000000002,-76.578890000000001,ON,UTC-05:00,41025921,25927,0.000000000032228
370,02HM010,SALMON RIVER AT TAMWORTH,44.486109999999996,-76.993060000000000,ON,UTC-05:00,41025081,25087,0.000000000868495
371,02HM011,MILLHAVEN CREEK NEAR SYDENHAM,44.418889999999998,-76.594999999999999,ON,UTC-05:00,41025186,25192,0.000000000046394
421,02MB006,LYN CREEK NEAR LYN,44.524999999999999,-75.805279999999996,ON,UTC-05:00,41022861,22867,0.000000000473432
422,02MB010,BUELLS CREEK AT BROCKVILLE,44.585830000000001,-75.691670000000002,ON,UTC-05:00,41022723,22729,0.000000005487209
