Time Step,Time,SWE_mm,sm_frac_0.4m,sm_profile_0.1m,sm_profile_0.4m,sm_profile_1m,sm_profile_2m,rainmelt
33,2020-01-02 09:00:00,0.000000000,0.194607326,0.210392202,0.212686321,0.217685492,0.227558934,0.000000000
34,2020-01-02 10:00:00,0.000000000,0.194607326,0.210392202,0.212686321,0.217685492,0.227558934,0.000000000
35,2020-01-02 11:00:00,0.000000000,0.194607326,0.210392202,0.212686321,0.217685492,0.227558934,0.000000000
36,2020-01-02 12:00:00,0.000000000,0.194607326,0.210392202,0.212686321,0.217685492,0.227558934,0.000000000
37,2020-01-02 13:00:00,0.000000000,0.194607326,0.210392202,0.212686321,0.217685492,0.227558934,0.000000000
38,2020-01-02 14:00:00,0.000000000,0.194607326,0.210392202,0.212686321,0.217685492,0.227558934,0.000000000
39,2020-01-02 15:00:00,0.000000000,0.194613126,0.210342952,0.212634300,0.217626999,0.227485764,0.000000000
40,2020-01-02 16:00:00,0.000000000,0.194621869,0.210268612,0.212555783,0.217538726,0.227375380,0.000000000
41,2020-01-02 17:00:00,0.000000000,0.194633765,0.210167285,0.212448771,0.217418445,0.227225040,0.000000000
42,2020-01-02 18:00:00,0.000000000,0.194648792,0.210039003,0.212313310,0.217266229,0.227034903,0.000000000
43,2020-01-02 19:00:00,0.000000000,0.194666471,0.209887659,0.212153520,0.217086737,0.226810863,0.000000000
44,2020-01-02 20:00:00,0.000000000,0.194683672,0.209739970,0.211997614,0.216911672,0.226592524,0.000000000
45,2020-01-02 21:00:00,0.000000000,0.194689451,0.209690251,0.211945134,0.216852757,0.226519084,0.000000000
46,2020-01-02 22:00:00,0.000000000,0.194694400,0.209647635,0.211900154,0.216802268,0.226456163,0.000000000
47,2020-01-02 23:00:00,0.000000000,0.194698483,0.209612450,0.211863018,0.216760587,0.226404230,0.000000000
48,2020-01-03 00:00:00,0.000000000,0.194701564,0.209585882,0.211834978,0.216729118,0.226365027,0.000000000
49,2020-01-03 01:00:00,0.000000000,0.194703480,0.209569356,0.211817537,0.216709546,0.226340647,0.000000000
50,2020-01-03 02:00:00,0.000000000,0.194705012,0.209556135,0.211803585,0.216693888,0.226321145,0.000000000
51,2020-01-03 03:00:00,0.000000000,0.194705254,0.209554049,0.211801383,0.216691417,0.226318067,0.000000000
52,2020-01-03 04:00:00,0.000000000,0.194705606,0.209551005,0.211798171,0.216687812,0.226313578,0.000000000
53,2020-01-03 05:00:00,0.000000000,0.194706506,0.209543235,0.211789970,0.216678610,0.226302118,0.000000000
54,2020-01-03 06:00:00,0.000000000,0.194707804,0.209532033,0.211778149,0.216665345,0.226285598,0.000000000
55,2020-01-03 07:00:00,0.000000000,0.194708231,0.209528347,0.211774258,0.216660979,0.226280162,0.000000000
56,2020-01-03 08:00:00,0.000000000,0.194708763,0.209523747,0.211769404,0.216655532,0.226273378,0.000000000
57,2020-01-03 09:00:00,0.000000000,0.194709778,0.209514981,0.211760154,0.216645153,0.226260453,0.000000000
58,2020-01-03 10:00:00,0.000000000,0.194711467,0.209500392,0.211744758,0.216627878,0.226238943,0.000000000
59,2020-01-03 11:00:00,0.000000000,0.194712924,0.209487807,0.211731477,0.216612976,0.226220390,0.000000000
60,2020-01-03 12:00:00,0.000000000,0.194714424,0.209474838,0.211717792,0.216597622,0.226201274,0.000000000
61,2020-01-03 13:00:00,0.000000000,0.194716688,0.209455263,0.211697135,0.216574446,0.226172423,0.000000000
62,2020-01-03 14:00:00,0.000000000,0.194719501,0.209430933,0.211671461,0.216545644,0.226136572,0.000000000
63,2020-01-03 15:00:00,0.000000000,0.194722891,0.209401597,0.211640506,0.216510919,0.226093355,0.000000000
64,2020-01-03 16:00:00,0.000000000,0.194726688,0.209368711,0.211605806,0.216471995,0.226044920,0.000000000
65,2020-01-03 17:00:00,0.000000000,0.194731198,0.209329631,0.211564572,0.216425746,0.225987381,0.000000000
66,2020-01-03 18:00:00,0.000000000,0.194735424,0.209292979,0.211525901,0.216382377,0.225933435,0.000000000
67,2020-01-03 19:00:00,0.000000000,0.194741638,0.209239041,0.211468996,0.216318563,0.225854079,0.000000000
68,2020-01-03 20:00:00,0.000000000,0.194751467,0.209153609,0.211378869,0.216217514,0.225728463,0.000000000
69,2020-01-03 21:00:00,0.000000000,0.194754563,0.209126667,0.211350448,0.216185653,0.225688868,0.000000000
70,2020-01-03 22:00:00,0.000000000,0.194757337,0.209102514,0.211324971,0.216157093,0.225653381,0.000000000
71,2020-01-03 23:00:00,0.000000000,0.194759803,0.209081035,0.211302314,0.216131696,0.225621827,0.000000000
72,2020-01-04 00:00:00,0.000000000,0.194762010,0.209061805,0.211282030,0.216108961,0.225593584,0.000000000
73,2020-01-04 01:00:00,0.000000000,0.194763936,0.209045016,0.211264321,0.216089112,0.225568928,0.000000000
74,2020-01-04 02:00:00,0.000000000,0.194765538,0.209031041,0.211249581,0.216072593,0.225548409,0.260022122
75,2020-01-04 03:00:00,0.000000000,0.194754409,0.209128008,0.211351863,0.216187239,0.225690839,0.000000000
76,2020-01-04 04:00:00,0.000000000,0.194755604,0.209117600,0.211340884,0.216174931,0.225675545,0.000000000
77,2020-01-04 05:00:00,0.000000000,0.194756668,0.209108336,0.211331112,0.216163977,0.225661934,0.000000000
78,2020-01-04 06:00:00,0.000000000,0.194757755,0.209098870,0.211321127,0.216152784,0.225648027,0.190730695
79,2020-01-04 07:00:00,0.000000000,0.194749848,0.209167687,0.211393720,0.216234163,0.225749156,0.097767049
80,2020-01-04 08:00:00,0.000000000,0.194746049,0.209200718,0.211428566,0.216273231,0.225797718,0.000000000
81,2020-01-04 09:00:00,0.000000000,0.194747005,0.209192413,0.211419804,0.216263407,0.225785507,0.000000000
82,2020-01-04 10:00:00,0.000000000,0.194747845,0.209185105,0.211412095,0.216254764,0.225774763,0.494055126
83,2020-01-04 11:00:00,0.000000000,0.194725410,0.209379782,0.211617487,0.216485098,0.226061223,0.000000000
84,2020-01-04 12:00:00,0.000000000,0.194726248,0.209372528,0.211609834,0.216476513,0.226050541,0.000000000
85,2020-01-04 13:00:00,0.000000000,0.194727537,0.209361357,0.211598046,0.216463291,0.226034091,0.000000000
86,2020-01-04 14:00:00,0.000000000,0.194729229,0.209346695,0.211582577,0.216445940,0.226012503,0.080752947
87,2020-01-04 15:00:00,0.000000000,0.194727930,0.209357951,0.211594453,0.216459261,0.226029077,0.551570514
88,2020-01-04 16:00:00,0.000000000,0.194704853,0.209557507,0.211805032,0.216695512,0.226323168,0.080717954
89,2020-01-04 17:00:00,0.000000000,0.194705019,0.209556071,0.211803517,0.216693812,0.226321050,0.073469518
90,2020-01-04 18:00:00,0.000000000,0.194706815,0.209540567,0.211787154,0.216675450,0.226298183,0.063470221
91,2020-01-04 19:00:00,0.000000000,0.194709770,0.209515053,0.211760229,0.216645237,0.226260559,0.000000000
92,2020-01-04 20:00:00,0.000000000,0.194722107,0.209408382,0.211647666,0.216518950,0.226103349,0.000000000
93,2020-01-04 21:00:00,0.000000000,0.194724484,0.209387804,0.211625953,0.216494593,0.226073039,0.000000000
94,2020-01-04 22:00:00,0.000000000,0.194726379,0.209371394,0.211608637,0.216475170,0.226048871,0.000000000
95,2020-01-04 23:00:00,0.000000000,0.194727891,0.209358296,0.211594817,0.216459669,0.226029583,0.000000000
96,2020-01-05 00:00:00,0.000000000,0.194729186,0.209347071,0.211582973,0.216446385,0.226013056,0.000000000
97,2020-01-05 01:00:00,0.000000000,0.194730565,0.209335116,0.211570360,0.216432238,0.225995457,0.000000000
98,2020-01-05 02:00:00,0.000000000,0.194731913,0.209323435,0.211558035,0.216418415,0.225978261,0.000000000
99,2020-01-05 03:00:00,0.000000000,0.194733143,0.209312767,0.211546779,0.216405791,0.225962558,1.160000045
100,2020-01-05 04:00:00,0.000000000,0.194680813,0.209764543,0.212023552,0.216940793,0.226628832,0.144185169
101,2020-01-05 05:00:00,0.000000000,0.194675668,0.209808751,0.212070218,0.216993190,0.226694171,0.122499745
102,2020-01-05 06:00:00,0.000000000,0.194671698,0.209842826,0.212106189,0.217033584,0.226744552,0.195395981
103,2020-01-05 07:00:00,0.000000000,0.194664421,0.209905234,0.212172074,0.217107575,0.226836863,0.142756041
104,2020-01-05 08:00:00,0.000000000,0.194659824,0.209944617,0.212213653,0.217154277,0.226895144,0.000000000
105,2020-01-05 09:00:00,0.000000000,0.194661706,0.209928497,0.212196634,0.217135160,0.226871286,0.000000000
106,2020-01-05 10:00:00,0.000000000,0.194664064,0.209908290,0.212175301,0.217111200,0.226841386,0.000000000
107,2020-01-05 11:00:00,0.000000000,0.194666396,0.209888302,0.212154199,0.217087500,0.226811814,0.000000000
108,2020-01-05 12:00:00,0.000000000,0.194668832,0.209867410,0.212132143,0.217062729,0.226780910,0.000000000
109,2020-01-05 13:00:00,0.000000000,0.194672188,0.209838621,0.212101751,0.217028599,0.226738335,0.000000000
110,2020-01-05 14:00:00,0.000000000,0.194676736,0.209799578,0.212060536,0.216982319,0.226680612,0.000000000
111,2020-01-05 15:00:00,0.000000000,0.194682289,0.209751863,0.212010167,0.216925766,0.226610095,0.000000000
112,2020-01-05 16:00:00,0.000000000,0.194688983,0.209694277,0.211949383,0.216857527,0.226525029,0.000000000
113,2020-01-05 17:00:00,0.000000000,0.194696504,0.209629508,0.211881021,0.216780793,0.226429405,0.000000000
114,2020-01-05 18:00:00,0.000000000,0.194705451,0.209552347,0.211799587,0.216689402,0.226315558,0.000000000
115,2020-01-05 19:00:00,0.000000000,0.194715347,0.209466862,0.211709374,0.216588178,0.226189517,0.000000000
116,2020-01-05 20:00:00,0.000000000,0.194726908,0.209366805,0.211603795,0.216469739,0.226042113,0.000000000
117,2020-01-05 21:00:00,0.000000000,0.194731704,0.209325240,0.211559939,0.216420551,0.225980918,0.000000000
118,2020-01-05 22:00:00,0.000000000,0.194735939,0.209288516,0.211521193,0.216377097,0.225926868,0.000000000
119,2020-01-05 23:00:00,0.000000000,0.194739979,0.209253452,0.211484200,0.216335612,0.225875278,0.000000000
120,2020-01-06 00:00:00,0.000000000,0.194743291,0.209224688,0.211453853,0.216301584,0.225832968,0.000000000
121,2020-01-06 01:00:00,0.000000000,0.194746357,0.209198039,0.211425740,0.216270062,0.225793780,0.000000000
122,2020-01-06 02:00:00,0.000000000,0.194749166,0.209173619,0.211399978,0.216241179,0.225757877,0.000000000
123,2020-01-06 03:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
124,2020-01-06 04:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
125,2020-01-06 05:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
126,2020-01-06 06:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
127,2020-01-06 07:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
128,2020-01-06 08:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
129,2020-01-06 09:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
130,2020-01-06 10:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
131,2020-01-06 11:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
132,2020-01-06 12:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
133,2020-01-06 13:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
134,2020-01-06 14:00:00,0.000000000,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
135,2020-01-06 15:00:00,0.214726761,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.000000000
136,2020-01-06 16:00:00,0.249244332,0.194751291,0.209155139,0.211380483,0.216219323,0.225730712,0.214726771
137,2020-01-06 17:00:00,0.274768114,0.194741046,0.209244182,0.211474420,0.216324646,0.225861642,0.249244337
138,2020-01-06 18:00:00,0.057399575,0.194729150,0.209347383,0.211583302,0.216446754,0.226013515,0.274768112
139,2020-01-06 19:00:00,0.069216892,0.194719169,0.209433808,0.211674495,0.216549047,0.226140808,0.057399576
140,2020-01-06 20:00:00,0.066507831,0.194723498,0.209396341,0.211634960,0.216504697,0.226085612,0.069216895
141,2020-01-06 21:00:00,0.010164654,0.194721693,0.209411966,0.211651447,0.216523192,0.226108628,0.066507830
142,2020-01-06 22:00:00,0.011727873,0.194720209,0.209424806,0.211664996,0.216538391,0.226127545,0.010164654
143,2020-01-06 23:00:00,0.008534800,0.194721192,0.209416304,0.211656024,0.216528327,0.226115019,0.011727874
144,2020-01-07 00:00:00,0.008821260,0.194722229,0.209407325,0.211646551,0.216517699,0.226101792,0.008534800
145,2020-01-07 01:00:00,0.009594839,0.194723521,0.209396139,0.211634747,0.216504458,0.226085314,0.008821261
146,2020-01-07 02:00:00,0.006432411,0.194724918,0.209384042,0.211621983,0.216490141,0.226067498,0.009594839
147,2020-01-07 03:00:00,0.004725770,0.194726131,0.209373535,0.211610896,0.216477704,0.226052024,0.006432411
148,2020-01-07 04:00:00,0.005816333,0.194727405,0.209362505,0.211599258,0.216464650,0.226035781,0.004725770
149,2020-01-07 05:00:00,0.006304435,0.194727177,0.209364477,0.211601338,0.216466984,0.226038685,0.005816333
150,2020-01-07 06:00:00,0.006169906,0.194726897,0.209366904,0.211603899,0.216469856,0.226042259,0.006304435
151,2020-01-07 07:00:00,0.005183611,0.194726593,0.209369534,0.211606675,0.216472970,0.226046132,0.006169906
152,2020-01-07 08:00:00,0.004812692,0.194726296,0.209372109,0.211609391,0.216476017,0.226049924,0.005183611
153,2020-01-07 09:00:00,0.001078409,0.194726046,0.209374272,0.211611673,0.216478576,0.226053109,0.004812693
154,2020-01-07 10:00:00,0.002190687,0.194725815,0.209376280,0.211613792,0.216480953,0.226056066,0.000000000
155,2020-01-07 11:00:00,0.001830589,0.194725815,0.209376280,0.211613792,0.216480953,0.226056066,0.000000000
156,2020-01-07 12:00:00,0.000660855,0.194725815,0.209376280,0.211613792,0.216480953,0.226056066,0.001830589
157,2020-01-07 13:00:00,0.004045036,0.194725726,0.209377044,0.211614598,0.216481857,0.226057191,0.000660855
158,2020-01-07 14:00:00,0.010238552,0.194725430,0.209377044,0.211614598,0.216481857,0.226057191,0.004045036
159,2020-01-07 15:00:00,0.014152660,0.194725500,0.209379007,0.211616670,0.216484181,0.226060083,0.010238553
160,2020-01-07 16:00:00,0.014965419,0.194731710,0.209325188,0.211559884,0.216420489,0.225980841,0.014152661
161,2020-01-07 17:00:00,0.010904400,0.194742189,0.209234255,0.211463947,0.216312902,0.225847040,0.014965419
162,2020-01-07 18:00:00,0.006434785,0.194755120,0.209121816,0.211345331,0.216179916,0.225681740,0.010904400
163,2020-01-07 19:00:00,0.002831907,0.194770223,0.208990166,0.211206469,0.216024276,0.225488405,0.006434786
164,2020-01-07 20:00:00,0.001059109,0.194784442,0.208865914,0.211075426,0.215877447,0.225306136,0.002831908
165,2020-01-07 21:00:00,0.000100875,0.194787270,0.208841164,0.211049326,0.215848207,0.225269854,0.001059109
166,2020-01-07 22:00:00,0.000107680,0.194791042,0.208808138,0.211014499,0.215809195,0.225221451,0.000100875
167,2020-01-07 23:00:00,0.000068695,0.194794179,0.208780644,0.210985507,0.215776720,0.225181167,0.000107680
168,2020-01-08 00:00:00,0.000069498,0.194796733,0.208758260,0.210961903,0.215750283,0.225148375,0.000068695
169,2020-01-08 01:00:00,0.016928200,0.194798957,0.208738757,0.210941339,0.215727251,0.225119812,0.000069498
170,2020-01-08 02:00:00,0.580229580,0.194800921,0.208721525,0.210923169,0.215706901,0.225094576,0.016928201
171,2020-01-08 03:00:00,0.557571352,0.194801654,0.208715095,0.210916388,0.215699308,0.225085161,0.580229624
172,2020-01-08 04:00:00,0.145138085,0.194775582,0.208943372,0.211157116,0.215968972,0.225419739,0.557571423
173,2020-01-08 05:00:00,0.063082702,0.194750361,0.209163226,0.211389014,0.216228887,0.225742599,0.145138097
174,2020-01-08 06:00:00,0.041269757,0.194744136,0.209217344,0.211446106,0.216292897,0.225822168,0.063082704
175,2020-01-08 07:00:00,0.036444515,0.194741687,0.209238620,0.211468552,0.216318066,0.225853460,0.041269759
176,2020-01-08 08:00:00,0.152296677,0.194740309,0.209250584,0.211481174,0.216332219,0.225871059,0.036444518
177,2020-01-08 09:00:00,0.156805143,0.194739159,0.209260569,0.211491708,0.216344032,0.225885748,0.152296684
178,2020-01-08 10:00:00,0.039612211,0.194731867,0.209323830,0.211558452,0.216418882,0.225978843,0.156805154
179,2020-01-08 11:00:00,0.104456082,0.194724353,0.209388937,0.211627148,0.216495934,0.226074707,0.000000000
180,2020-01-08 12:00:00,0.163070664,0.194724353,0.209388937,0.211627148,0.216495934,0.226074707,0.000000000
181,2020-01-08 13:00:00,0.027895465,0.194724353,0.209388937,0.211627148,0.216495934,0.226074707,0.163070671
182,2020-01-08 14:00:00,0.062044393,0.194716532,0.209456613,0.211698560,0.216576045,0.226174413,0.027895465
183,2020-01-08 15:00:00,0.071079940,0.194715187,0.209468240,0.211710829,0.216589810,0.226191549,0.062044398
184,2020-01-08 16:00:00,0.060676970,0.194712199,0.209494069,0.211738085,0.216620391,0.226229622,0.071079942
185,2020-01-08 17:00:00,0.053778034,0.194713480,0.209482999,0.211726403,0.216607284,0.226213303,0.060676974
186,2020-01-08 18:00:00,0.048987005,0.194718109,0.209442976,0.211684170,0.216559901,0.226154318,0.053778032
187,2020-01-08 19:00:00,0.485193014,0.194725320,0.209380565,0.211618314,0.216486026,0.226062378,0.048987006
188,2020-01-08 20:00:00,0.126594752,0.194733708,0.209307869,0.211541611,0.216399995,0.225955349,0.485193044
189,2020-01-08 21:00:00,0.035227221,0.194715203,0.209468107,0.211710689,0.216589653,0.226191353,0.126594760
190,2020-01-08 22:00:00,0.027936291,0.194715143,0.209468620,0.211711229,0.216590259,0.226192108,0.035227223
191,2020-01-08 23:00:00,0.020252859,0.194718205,0.209442142,0.211683289,0.216558913,0.226153088,0.027936293
192,2020-01-09 00:00:00,0.015839253,0.194720843,0.209419319,0.211659207,0.216531897,0.226119462,0.020252860
193,2020-01-09 01:00:00,0.014802776,0.194724366,0.209388823,0.211627027,0.216495799,0.226074539,0.015839253
194,2020-01-09 02:00:00,0.009991232,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
195,2020-01-09 03:00:00,0.008382082,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
196,2020-01-09 04:00:00,0.008567242,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
197,2020-01-09 05:00:00,0.008088928,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
198,2020-01-09 06:00:00,0.005175063,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
199,2020-01-09 07:00:00,0.003832732,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
200,2020-01-09 08:00:00,0.003502773,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
201,2020-01-09 09:00:00,0.002875466,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
202,2020-01-09 10:00:00,0.001597521,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
203,2020-01-09 11:00:00,0.002902772,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
204,2020-01-09 12:00:00,0.002048083,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
205,2020-01-09 13:00:00,0.002096936,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.000000000
206,2020-01-09 14:00:00,0.002215905,0.194723603,0.209395429,0.211633998,0.216503618,0.226084269,0.002096936
207,2020-01-09 15:00:00,0.004916053,0.194723502,0.209396304,0.211634921,0.216504654,0.226085558,0.002215905
208,2020-01-09 16:00:00,0.005710817,0.194723395,0.209397229,0.211635897,0.216505748,0.226086920,0.004916053
209,2020-01-09 17:00:00,0.005120169,0.194723158,0.209399280,0.211638061,0.216508176,0.226089941,0.005710817
210,2020-01-09 18:00:00,0.003154414,0.194722883,0.209401662,0.211640575,0.216510996,0.226093451,0.005120170
211,2020-01-09 19:00:00,0.001984286,0.194722636,0.209403799,0.211642829,0.216513525,0.226096598,0.003154415
212,2020-01-09 20:00:00,0.000898978,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
213,2020-01-09 21:00:00,0.000015568,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
214,2020-01-09 22:00:00,0.000004792,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
215,2020-01-09 23:00:00,0.000003731,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
216,2020-01-10 00:00:00,0.000003088,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
217,2020-01-10 01:00:00,0.000000000,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
218,2020-01-10 02:00:00,0.000028559,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
219,2020-01-10 03:00:00,0.000039424,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
220,2020-01-10 04:00:00,0.000033915,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
221,2020-01-10 05:00:00,0.000034149,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
222,2020-01-10 06:00:00,0.000036668,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
223,2020-01-10 07:00:00,0.000050471,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
224,2020-01-10 08:00:00,0.000096002,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
225,2020-01-10 09:00:00,0.000071749,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
226,2020-01-10 10:00:00,0.000066666,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000000000
227,2020-01-10 11:00:00,0.000084944,0.194722484,0.209405115,0.211644218,0.216515083,0.226098536,0.000066666
228,2020-01-10 12:00:00,0.000076778,0.194722454,0.209405115,0.211644218,0.216515083,0.226098536,0.000084944
229,2020-01-10 13:00:00,0.000275316,0.194722416,0.209405115,0.211644218,0.216515083,0.226098536,0.000076778
230,2020-01-10 14:00:00,0.000419272,0.194722382,0.209405115,0.211644218,0.216515083,0.226098536,0.000275316
231,2020-01-10 15:00:00,0.000469463,0.194722258,0.209405115,0.211644218,0.216515083,0.226098536,0.000419272
232,2020-01-10 16:00:00,0.000361533,0.194724060,0.209391470,0.211629821,0.216498932,0.226078438,0.000469463
233,2020-01-10 17:00:00,0.000212304,0.194727783,0.209359225,0.211595797,0.216460768,0.226030951,0.000361533
234,2020-01-10 18:00:00,0.000103400,0.194732199,0.209320951,0.211555414,0.216415475,0.225974605,0.000212304
235,2020-01-10 19:00:00,0.000063224,0.194738959,0.209262302,0.211493536,0.216346082,0.225888297,0.000103400
236,2020-01-10 20:00:00,0.000033899,0.194749942,0.209166867,0.211392855,0.216233193,0.225747951,0.000063224
237,2020-01-10 21:00:00,0.000004457,0.194752181,0.209147393,0.211372312,0.216210162,0.225719327,0.000033899
238,2020-01-10 22:00:00,0.000003144,0.194753891,0.209132512,0.211356615,0.216192565,0.225697458,0.000004457
239,2020-01-10 23:00:00,0.000002073,0.194755451,0.209118934,0.211342291,0.216176508,0.225677505,0.000003144
240,2020-01-11 00:00:00,0.000001467,0.194756349,0.209111119,0.211334048,0.216167268,0.225666023,0.000002073
241,2020-01-11 01:00:00,0.000000000,0.194757318,0.209102677,0.211325143,0.216157286,0.225653620,0.000001467
242,2020-01-11 02:00:00,0.000000000,0.194757426,0.209101735,0.211324149,0.216156172,0.225652236,0.000000000
