Time Step,Time,SWE_mm,sm_frac_0.4m,sm_profile_0.1m,rainrate
6670,2016-07-04 22:00:00,0,0.146186,0.380123,0
6671,2016-07-04 23:00:00,0,0.146189,0.38008,0
6672,2016-07-05 00:00:00,0,0.146191,0.380051,0
6673,2016-07-05 01:00:00,0,0.146192,0.380038,0
6674,2016-07-05 02:00:00,0,0.146193,0.380019,0
6675,2016-07-05 03:00:00,0,0.146194,0.380004,0
6676,2016-07-05 04:00:00,0,0.146195,0.379995,0
6677,2016-07-05 05:00:00,0,0.146195,0.379989,0
6678,2016-07-05 06:00:00,0,0.146196,0.379982,0.000025
6679,2016-07-05 07:00:00,0,0.146194,0.380014,0.001138
6680,2016-07-05 08:00:00,0,0.146084,0.381637,0.003794
6681,2016-07-05 09:00:00,0,0.145719,0.386732,0.000668
6682,2016-07-05 10:00:00,0,0.145648,0.387667,0.000083
6683,2016-07-05 11:00:00,0,0.145639,0.387785,0.000037
6684,2016-07-05 12:00:00,0,0.145635,0.387841,0
6685,2016-07-05 13:00:00,0,0.145635,0.387844,0
6686,2016-07-05 14:00:00,0,0.145635,0.387845,0
6687,2016-07-05 15:00:00,0,0.145635,0.387847,0
6688,2016-07-05 16:00:00,0,0.145635,0.387844,0
6689,2016-07-05 17:00:00,0,0.145636,0.387825,0
6690,2016-07-05 18:00:00,0,0.145638,0.387802,0
6691,2016-07-05 19:00:00,0,0.14564,0.387778,0
6692,2016-07-05 20:00:00,0,0.14564,0.387776,0
6693,2016-07-05 21:00:00,0,0.14564,0.387773,0
6694,2016-07-05 22:00:00,0,0.145641,0.387767,0
6695,2016-07-05 23:00:00,0,0.145641,0.387763,0
6696,2016-07-06 00:00:00,0,0.145641,0.387762,0
6697,2016-07-06 01:00:00,0,0.145641,0.387765,0
6698,2016-07-06 02:00:00,0,0.145641,0.387768,0
6699,2016-07-06 03:00:00,0,0.145641,0.387767,0
6700,2016-07-06 04:00:00,0,0.145641,0.387765,0
6701,2016-07-06 05:00:00,0,0.145641,0.387762,0
6702,2016-07-06 06:00:00,0,0.145641,0.387759,0
6703,2016-07-06 07:00:00,0,0.145641,0.387757,0
6704,2016-07-06 08:00:00,0,0.145641,0.387759,0
6705,2016-07-06 09:00:00,0,0.145641,0.38776,0
6706,2016-07-06 10:00:00,0,0.145641,0.387757,0
6707,2016-07-06 11:00:00,0,0.145642,0.387757,0
6708,2016-07-06 12:00:00,0,0.145642,0.387756,0
6709,2016-07-06 13:00:00,0,0.145643,0.38774,0
6710,2016-07-06 14:00:00,0,0.145645,0.387707,0
6711,2016-07-06 15:00:00,0,0.14565,0.387651,0
6712,2016-07-06 16:00:00,0,0.145655,0.387575,0
6713,2016-07-06 17:00:00,0,0.145661,0.387498,0
6714,2016-07-06 18:00:00,0,0.145666,0.38743,0
6715,2016-07-06 19:00:00,0,0.14567,0.387378,0
6716,2016-07-06 20:00:00,0,0.145672,0.387357,0
6717,2016-07-06 21:00:00,0,0.145674,0.387328,0
6718,2016-07-06 22:00:00,0,0.145677,0.387295,0
6719,2016-07-06 23:00:00,0,0.145678,0.387272,0
6720,2016-07-07 00:00:00,0,0.14568,0.387257,0
6721,2016-07-07 01:00:00,0,0.14568,0.387249,0
6722,2016-07-07 02:00:00,0,0.145681,0.387243,0
6723,2016-07-07 03:00:00,0,0.145681,0.387237,0
6724,2016-07-07 04:00:00,0,0.145681,0.387231,0
6725,2016-07-07 05:00:00,0,0.145682,0.387229,0
6726,2016-07-07 06:00:00,0,0.145682,0.387229,0
6727,2016-07-07 07:00:00,0,0.145681,0.387231,0
6728,2016-07-07 08:00:00,0,0.145681,0.387232,0
6729,2016-07-07 09:00:00,0,0.145681,0.387234,0
6730,2016-07-07 10:00:00,0,0.145681,0.387236,0
6731,2016-07-07 11:00:00,0,0.145681,0.387237,0
6732,2016-07-07 12:00:00,0,0.145681,0.387237,0
6733,2016-07-07 13:00:00,0,0.145682,0.387228,0
6734,2016-07-07 14:00:00,0,0.145683,0.387205,0
6735,2016-07-07 15:00:00,0,0.145687,0.38716,0
6736,2016-07-07 16:00:00,0,0.145692,0.387096,0
6737,2016-07-07 17:00:00,0,0.145696,0.387038,0
6738,2016-07-07 18:00:00,0,0.145701,0.386971,0
6739,2016-07-07 19:00:00,0,0.145705,0.386923,0.000023
6740,2016-07-07 20:00:00,0,0.145703,0.386941,0.000329
6741,2016-07-07 21:00:00,0,0.145669,0.387393,0.000255
6742,2016-07-07 22:00:00,0,0.145642,0.387754,0
6743,2016-07-07 23:00:00,0,0.145641,0.387758,0
6744,2016-07-08 00:00:00,0,0.145641,0.387761,0
6745,2016-07-08 01:00:00,0,0.145641,0.387764,0
6746,2016-07-08 02:00:00,0,0.145641,0.387766,0
6747,2016-07-08 03:00:00,0,0.145641,0.387768,0
6748,2016-07-08 04:00:00,0,0.14564,0.387772,0
6749,2016-07-08 05:00:00,0,0.14564,0.387773,0
6750,2016-07-08 06:00:00,0,0.14564,0.387774,0
6751,2016-07-08 07:00:00,0,0.14564,0.387775,0
6752,2016-07-08 08:00:00,0,0.14564,0.387775,0
6753,2016-07-08 09:00:00,0,0.14564,0.387776,0
6754,2016-07-08 10:00:00,0,0.14564,0.387776,0
6755,2016-07-08 11:00:00,0,0.14564,0.387777,0
6756,2016-07-08 12:00:00,0,0.14564,0.387778,0
6757,2016-07-08 13:00:00,0,0.14564,0.387771,0
6758,2016-07-08 14:00:00,0,0.145641,0.387757,0
6759,2016-07-08 15:00:00,0,0.145643,0.38774,0
6760,2016-07-08 16:00:00,0,0.145645,0.387712,0
6761,2016-07-08 17:00:00,0,0.145649,0.387659,0
6762,2016-07-08 18:00:00,0,0.145653,0.387608,0
6763,2016-07-08 19:00:00,0,0.145656,0.38757,0
6764,2016-07-08 20:00:00,0,0.145657,0.38755,0
6765,2016-07-08 21:00:00,0,0.145659,0.387528,0
6766,2016-07-08 22:00:00,0,0.145661,0.387498,0
6767,2016-07-08 23:00:00,0,0.145663,0.387475,0
6768,2016-07-09 00:00:00,0,0.145664,0.387456,0
6769,2016-07-09 01:00:00,0,0.145665,0.387443,0
6770,2016-07-09 02:00:00,0,0.145667,0.387427,0
6771,2016-07-09 03:00:00,0,0.145668,0.387409,0
6772,2016-07-09 04:00:00,0,0.145669,0.387391,0
6773,2016-07-09 05:00:00,0,0.145671,0.387372,0
6774,2016-07-09 06:00:00,0,0.145672,0.387354,0
6775,2016-07-09 07:00:00,0,0.145673,0.387336,0
6776,2016-07-09 08:00:00,0,0.145675,0.387321,0
6777,2016-07-09 09:00:00,0,0.145676,0.387307,0
6778,2016-07-09 10:00:00,0,0.145677,0.387292,0
6779,2016-07-09 11:00:00,0,0.145678,0.387279,0
6780,2016-07-09 12:00:00,0,0.145679,0.387265,0
6781,2016-07-09 13:00:00,0,0.14568,0.387246,0
6782,2016-07-09 14:00:00,0,0.145682,0.387223,0
6783,2016-07-09 15:00:00,0,0.145684,0.387196,0
6784,2016-07-09 16:00:00,0,0.145687,0.387163,0
6785,2016-07-09 17:00:00,0,0.145689,0.38713,0
6786,2016-07-09 18:00:00,0,0.145691,0.387102,0
6787,2016-07-09 19:00:00,0,0.145693,0.387079,0
6788,2016-07-09 20:00:00,0,0.145694,0.387068,0
6789,2016-07-09 21:00:00,0,0.145695,0.387058,0
6790,2016-07-09 22:00:00,0,0.145695,0.387049,0
6791,2016-07-09 23:00:00,0,0.145696,0.387043,0
6792,2016-07-10 00:00:00,0,0.145696,0.387039,0
6793,2016-07-10 01:00:00,0,0.145696,0.387037,0
6794,2016-07-10 02:00:00,0,0.145696,0.387035,0
6795,2016-07-10 03:00:00,0,0.145696,0.387034,0
6796,2016-07-10 04:00:00,0,0.145697,0.387032,0
6797,2016-07-10 05:00:00,0,0.145697,0.387028,0
6798,2016-07-10 06:00:00,0,0.145697,0.387025,0
6799,2016-07-10 07:00:00,0,0.145697,0.38702,0
6800,2016-07-10 08:00:00,0,0.145698,0.387018,0
6801,2016-07-10 09:00:00,0,0.145698,0.387014,0
6802,2016-07-10 10:00:00,0,0.145698,0.387012,0
6803,2016-07-10 11:00:00,0,0.145698,0.38701,0
6804,2016-07-10 12:00:00,0,0.145698,0.387008,0
6805,2016-07-10 13:00:00,0,0.145699,0.387,0
6806,2016-07-10 14:00:00,0,0.1457,0.38699,0
6807,2016-07-10 15:00:00,0,0.145701,0.386972,0
6808,2016-07-10 16:00:00,0,0.145703,0.386943,0
6809,2016-07-10 17:00:00,0,0.145705,0.386914,0
6810,2016-07-10 18:00:00,0,0.145707,0.38689,0
6811,2016-07-10 19:00:00,0,0.145708,0.386873,0
6812,2016-07-10 20:00:00,0,0.145709,0.386871,0
6813,2016-07-10 21:00:00,0,0.145709,0.38687,0.000006
6814,2016-07-10 22:00:00,0,0.145708,0.386878,0.000026
6815,2016-07-10 23:00:00,0,0.145705,0.386915,0.001462
6816,2016-07-11 00:00:00,0,0.145551,0.388928,0.001768
6817,2016-07-11 01:00:00,0,0.14536,0.391322,0.000025
6818,2016-07-11 02:00:00,0,0.145358,0.391357,0
6819,2016-07-11 03:00:00,0,0.145358,0.391355,0
6820,2016-07-11 04:00:00,0,0.145358,0.391351,0
6821,2016-07-11 05:00:00,0,0.145359,0.391345,0
6822,2016-07-11 06:00:00,0,0.145359,0.39134,0
6823,2016-07-11 07:00:00,0,0.145359,0.391337,0
6824,2016-07-11 08:00:00,0,0.145359,0.391335,0
6825,2016-07-11 09:00:00,0,0.14536,0.391331,0
6826,2016-07-11 10:00:00,0,0.14536,0.391328,0
6827,2016-07-11 11:00:00,0,0.14536,0.391326,0
6828,2016-07-11 12:00:00,0,0.14536,0.391327,0
6829,2016-07-11 13:00:00,0,0.14536,0.391324,0
6830,2016-07-11 14:00:00,0,0.145361,0.391318,0
6831,2016-07-11 15:00:00,0,0.145362,0.391307,0
6832,2016-07-11 16:00:00,0,0.145364,0.391283,0
6833,2016-07-11 17:00:00,0,0.145367,0.391244,0
6834,2016-07-11 18:00:00,0,0.145369,0.391215,0
6835,2016-07-11 19:00:00,0,0.145371,0.391197,0
6836,2016-07-11 20:00:00,0,0.145371,0.391193,0
6837,2016-07-11 21:00:00,0,0.145371,0.391189,0
6838,2016-07-11 22:00:00,0,0.145372,0.391184,0
6839,2016-07-11 23:00:00,0,0.145372,0.391181,0
6840,2016-07-12 00:00:00,0,0.145372,0.391181,0
6841,2016-07-12 01:00:00,0,0.145372,0.391182,0
6842,2016-07-12 02:00:00,0,0.145372,0.391182,0
6843,2016-07-12 03:00:00,0,0.145372,0.391183,0
6844,2016-07-12 04:00:00,0,0.145372,0.391184,0
6845,2016-07-12 05:00:00,0,0.145372,0.391184,0
6846,2016-07-12 06:00:00,0,0.145372,0.391184,0
6847,2016-07-12 07:00:00,0,0.145372,0.391184,0
6848,2016-07-12 08:00:00,0,0.145372,0.391181,0
6849,2016-07-12 09:00:00,0,0.145372,0.391177,0
6850,2016-07-12 10:00:00,0,0.145373,0.391172,0
6851,2016-07-12 11:00:00,0,0.145373,0.391169,0
6852,2016-07-12 12:00:00,0,0.145373,0.391167,0
6853,2016-07-12 13:00:00,0,0.145374,0.391161,0
6854,2016-07-12 14:00:00,0,0.145375,0.391143,0
6855,2016-07-12 15:00:00,0,0.145378,0.3911,0
6856,2016-07-12 16:00:00,0,0.145384,0.391032,0
6857,2016-07-12 17:00:00,0,0.14539,0.390959,0
6858,2016-07-12 18:00:00,0,0.145395,0.390893,0
6859,2016-07-12 19:00:00,0,0.145399,0.390843,0
6860,2016-07-12 20:00:00,0,0.145401,0.390819,0
6861,2016-07-12 21:00:00,0,0.145404,0.390786,0
6862,2016-07-12 22:00:00,0,0.145407,0.390749,0
6863,2016-07-12 23:00:00,0,0.145409,0.390721,0
6864,2016-07-13 00:00:00,0,0.145411,0.390702,0
6865,2016-07-13 01:00:00,0,0.145412,0.390691,0
6866,2016-07-13 02:00:00,0,0.145413,0.390678,0
6867,2016-07-13 03:00:00,0,0.145414,0.390662,0
6868,2016-07-13 04:00:00,0,0.145415,0.390646,0
6869,2016-07-13 05:00:00,0,0.145416,0.390635,0
6870,2016-07-13 06:00:00,0,0.145417,0.390628,0
6871,2016-07-13 07:00:00,0,0.145417,0.390624,0
6872,2016-07-13 08:00:00,0,0.145417,0.390622,0
6873,2016-07-13 09:00:00,0,0.145417,0.390619,0
6874,2016-07-13 10:00:00,0,0.145417,0.390618,0
6875,2016-07-13 11:00:00,0,0.145418,0.390616,0
6876,2016-07-13 12:00:00,0,0.145418,0.390616,0
6877,2016-07-13 13:00:00,0,0.145418,0.390605,0
6878,2016-07-13 14:00:00,0,0.145421,0.390577,0
6879,2016-07-13 15:00:00,0,0.145425,0.390525,0
6880,2016-07-13 16:00:00,0,0.145431,0.390444,0
6881,2016-07-13 17:00:00,0,0.145439,0.390346,0
6882,2016-07-13 18:00:00,0,0.145448,0.390239,0
6883,2016-07-13 19:00:00,0,0.145456,0.390134,0
6884,2016-07-13 20:00:00,0,0.145462,0.390065,0
6885,2016-07-13 21:00:00,0,0.145467,0.39,0
6886,2016-07-13 22:00:00,0,0.145472,0.389932,0
6887,2016-07-13 23:00:00,0,0.145477,0.389873,0
6888,2016-07-14 00:00:00,0,0.14548,0.389834,0
6889,2016-07-14 01:00:00,0,0.145482,0.389814,0
6890,2016-07-14 02:00:00,0,0.145483,0.389797,0
6891,2016-07-14 03:00:00,0,0.145484,0.389782,0
6892,2016-07-14 04:00:00,0,0.145485,0.389772,0
6893,2016-07-14 05:00:00,0,0.145485,0.389767,0
6894,2016-07-14 06:00:00,0,0.145485,0.389765,0
6895,2016-07-14 07:00:00,0,0.145486,0.389765,0
6896,2016-07-14 08:00:00,0,0.145486,0.389765,0
6897,2016-07-14 09:00:00,0,0.145486,0.389765,0
6898,2016-07-14 10:00:00,0,0.145486,0.389763,0
6899,2016-07-14 11:00:00,0,0.145486,0.389763,0.00063
6900,2016-07-14 12:00:00,0,0.145416,0.390637,0
6901,2016-07-14 13:00:00,0,0.145416,0.390641,0
6902,2016-07-14 14:00:00,0,0.145415,0.390642,0
6903,2016-07-14 15:00:00,0,0.145416,0.390638,0
6904,2016-07-14 16:00:00,0,0.145417,0.390618,0
6905,2016-07-14 17:00:00,0,0.145421,0.390572,0
6906,2016-07-14 18:00:00,0,0.145423,0.390543,0
6907,2016-07-14 19:00:00,0,0.145425,0.390521,0
6908,2016-07-14 20:00:00,0,0.145426,0.390508,0
6909,2016-07-14 21:00:00,0,0.145427,0.390498,0
6910,2016-07-14 22:00:00,0,0.145428,0.390491,0
6911,2016-07-14 23:00:00,0,0.145428,0.390483,0
6912,2016-07-15 00:00:00,0,0.145429,0.39048,0
6913,2016-07-15 01:00:00,0,0.145429,0.390479,0
6914,2016-07-15 02:00:00,0,0.145429,0.390474,0
6915,2016-07-15 03:00:00,0,0.145429,0.390471,0
6916,2016-07-15 04:00:00,0,0.145429,0.390471,0
6917,2016-07-15 05:00:00,0,0.145429,0.390472,0
6918,2016-07-15 06:00:00,0,0.145429,0.390474,0
6919,2016-07-15 07:00:00,0,0.145429,0.390479,0
6920,2016-07-15 08:00:00,0,0.145428,0.390484,0
6921,2016-07-15 09:00:00,0,0.145428,0.390487,0
6922,2016-07-15 10:00:00,0,0.145428,0.390491,0
6923,2016-07-15 11:00:00,0,0.145427,0.390494,0
6924,2016-07-15 12:00:00,0,0.145427,0.390498,0
6925,2016-07-15 13:00:00,0,0.145427,0.390492,0
6926,2016-07-15 14:00:00,0,0.145429,0.390468,0
6927,2016-07-15 15:00:00,0,0.145434,0.39041,0
6928,2016-07-15 16:00:00,0,0.145441,0.39032,0
6929,2016-07-15 17:00:00,0,0.145449,0.390223,0
6930,2016-07-15 18:00:00,0,0.145455,0.390143,0
6931,2016-07-15 19:00:00,0,0.145459,0.390093,0.000002
6932,2016-07-15 20:00:00,0,0.145463,0.390051,0
6933,2016-07-15 21:00:00,0,0.145466,0.39001,0
6934,2016-07-15 22:00:00,0,0.145468,0.389983,0
6935,2016-07-15 23:00:00,0,0.14547,0.389955,0
6936,2016-07-16 00:00:00,0,0.145472,0.389934,0
6937,2016-07-16 01:00:00,0,0.145472,0.38993,0
6938,2016-07-16 02:00:00,0,0.145473,0.389922,0
6939,2016-07-16 03:00:00,0,0.145474,0.389913,0
6940,2016-07-16 04:00:00,0,0.145474,0.389904,0
6941,2016-07-16 05:00:00,0,0.145475,0.389896,0
6942,2016-07-16 06:00:00,0,0.145476,0.389889,0
6943,2016-07-16 07:00:00,0,0.145476,0.389882,0
6944,2016-07-16 08:00:00,0,0.145477,0.389875,0
6945,2016-07-16 09:00:00,0,0.145477,0.389868,0
6946,2016-07-16 10:00:00,0,0.145478,0.389864,0
6947,2016-07-16 11:00:00,0,0.145478,0.389861,0
6948,2016-07-16 12:00:00,0,0.145478,0.389858,0
6949,2016-07-16 13:00:00,0,0.145479,0.389843,0
6950,2016-07-16 14:00:00,0,0.145482,0.389805,0
6951,2016-07-16 15:00:00,0,0.145487,0.389744,0
6952,2016-07-16 16:00:00,0,0.145494,0.389659,0
6953,2016-07-16 17:00:00,0,0.145501,0.389569,0
6954,2016-07-16 18:00:00,0,0.145508,0.389482,0
6955,2016-07-16 19:00:00,0,0.145513,0.389411,0
6956,2016-07-16 20:00:00,0,0.145517,0.389368,0
6957,2016-07-16 21:00:00,0,0.145519,0.389337,0
6958,2016-07-16 22:00:00,0,0.145522,0.389305,0
6959,2016-07-16 23:00:00,0,0.145524,0.389281,0
6960,2016-07-17 00:00:00,0,0.145525,0.389269,0
6961,2016-07-17 01:00:00,0,0.145525,0.38926,0
6962,2016-07-17 02:00:00,0,0.145526,0.389254,0
6963,2016-07-17 03:00:00,0,0.145526,0.389252,0
6964,2016-07-17 04:00:00,0,0.145526,0.38925,0
6965,2016-07-17 05:00:00,0,0.145526,0.389248,0
6966,2016-07-17 06:00:00,0,0.145526,0.389248,0
6967,2016-07-17 07:00:00,0,0.145526,0.389248,0
6968,2016-07-17 08:00:00,0,0.145526,0.389249,0
6969,2016-07-17 09:00:00,0,0.145526,0.38925,0
6970,2016-07-17 10:00:00,0,0.145526,0.389252,0
6971,2016-07-17 11:00:00,0,0.145526,0.389254,0
6972,2016-07-17 12:00:00,0,0.145525,0.389256,0
6973,2016-07-17 13:00:00,0,0.145526,0.38925,0
6974,2016-07-17 14:00:00,0,0.145528,0.389219,0
6975,2016-07-17 15:00:00,0,0.145533,0.389166,0
6976,2016-07-17 16:00:00,0,0.145538,0.389095,0
6977,2016-07-17 17:00:00,0,0.145544,0.389021,0
6978,2016-07-17 18:00:00,0,0.14555,0.388946,0
6979,2016-07-17 19:00:00,0,0.145554,0.388897,0
6980,2016-07-17 20:00:00,0,0.145556,0.388866,0
6981,2016-07-17 21:00:00,0,0.145559,0.388833,0.000001
6982,2016-07-17 22:00:00,0,0.145561,0.388795,0.00001
6983,2016-07-17 23:00:00,0,0.145562,0.388786,0
6984,2016-07-18 00:00:00,0,0.145563,0.388771,0
6985,2016-07-18 01:00:00,0,0.145564,0.388768,0
6986,2016-07-18 02:00:00,0,0.145564,0.388764,0
6987,2016-07-18 03:00:00,0,0.145564,0.388757,0
6988,2016-07-18 04:00:00,0,0.145565,0.388751,0
6989,2016-07-18 05:00:00,0,0.145565,0.388745,0
6990,2016-07-18 06:00:00,0,0.145566,0.388739,0
6991,2016-07-18 07:00:00,0,0.145566,0.388735,0
6992,2016-07-18 08:00:00,0,0.145567,0.388728,0
6993,2016-07-18 09:00:00,0,0.145567,0.388722,0
6994,2016-07-18 10:00:00,0,0.145567,0.38872,0
6995,2016-07-18 11:00:00,0,0.145567,0.38872,0
6996,2016-07-18 12:00:00,0,0.145567,0.388726,0
6997,2016-07-18 13:00:00,0,0.145568,0.388715,0
6998,2016-07-18 14:00:00,0,0.145571,0.388675,0
6999,2016-07-18 15:00:00,0,0.145577,0.388592,0
7000,2016-07-18 16:00:00,0,0.145587,0.388464,0
7001,2016-07-18 17:00:00,0,0.145598,0.388326,0
7002,2016-07-18 18:00:00,0,0.145608,0.388188,0
7003,2016-07-18 19:00:00,0,0.145618,0.388063,0
7004,2016-07-18 20:00:00,0,0.145625,0.387968,0
7005,2016-07-18 21:00:00,0,0.145631,0.387891,0.000523
7006,2016-07-18 22:00:00,0,0.145578,0.388577,0
7007,2016-07-18 23:00:00,0,0.145581,0.388543,0
7008,2016-07-19 00:00:00,0,0.145582,0.388528,0
7009,2016-07-19 01:00:00,0,0.145584,0.388509,0
7010,2016-07-19 02:00:00,0,0.145585,0.38849,0
7011,2016-07-19 03:00:00,0,0.145586,0.388473,0
7012,2016-07-19 04:00:00,0,0.145587,0.388461,0
7013,2016-07-19 05:00:00,0,0.145588,0.38845,0
7014,2016-07-19 06:00:00,0,0.145589,0.388444,0
7015,2016-07-19 07:00:00,0,0.145589,0.388439,0
7016,2016-07-19 08:00:00,0,0.14559,0.388433,0
7017,2016-07-19 09:00:00,0,0.14559,0.388429,0
7018,2016-07-19 10:00:00,0,0.14559,0.388427,0
7019,2016-07-19 11:00:00,0,0.145591,0.388418,0
7020,2016-07-19 12:00:00,0,0.145593,0.388391,0
7021,2016-07-19 13:00:00,0,0.145597,0.388339,0
7022,2016-07-19 14:00:00,0,0.145603,0.388264,0
7023,2016-07-19 15:00:00,0,0.14561,0.388167,0
7024,2016-07-19 16:00:00,0,0.145619,0.388049,0
7025,2016-07-19 17:00:00,0,0.145629,0.387923,0
7026,2016-07-19 18:00:00,0,0.145638,0.387801,0
7027,2016-07-19 19:00:00,0,0.145646,0.387691,0
7028,2016-07-19 20:00:00,0,0.145653,0.387605,0
7029,2016-07-19 21:00:00,0,0.145659,0.387524,0
7030,2016-07-19 22:00:00,0,0.145665,0.387442,0
7031,2016-07-19 23:00:00,0,0.145671,0.387368,0
7032,2016-07-20 00:00:00,0,0.145676,0.3873,0
7033,2016-07-20 01:00:00,0,0.145681,0.387243,0
7034,2016-07-20 02:00:00,0,0.145684,0.387202,0
7035,2016-07-20 03:00:00,0,0.145687,0.387164,0
7036,2016-07-20 04:00:00,0,0.145689,0.387137,0
7037,2016-07-20 05:00:00,0,0.14569,0.387115,0
7038,2016-07-20 06:00:00,0,0.145692,0.387094,0
7039,2016-07-20 07:00:00,0,0.145693,0.387075,0
7040,2016-07-20 08:00:00,0,0.145694,0.38706,0
7041,2016-07-20 09:00:00,0,0.145695,0.387048,0
7042,2016-07-20 10:00:00,0,0.145696,0.387039,0
7043,2016-07-20 11:00:00,0,0.145696,0.387032,0
7044,2016-07-20 12:00:00,0,0.145697,0.387026,0
7045,2016-07-20 13:00:00,0,0.145698,0.387007,0
7046,2016-07-20 14:00:00,0,0.145701,0.386969,0
7047,2016-07-20 15:00:00,0,0.145706,0.386905,0
7048,2016-07-20 16:00:00,0,0.145713,0.386815,0
7049,2016-07-20 17:00:00,0,0.145719,0.386731,0
7050,2016-07-20 18:00:00,0,0.145725,0.386655,0
7051,2016-07-20 19:00:00,0,0.145729,0.386596,0
7052,2016-07-20 20:00:00,0,0.145731,0.386573,0
7053,2016-07-20 21:00:00,0,0.145733,0.38655,0
7054,2016-07-20 22:00:00,0,0.145735,0.386524,0
7055,2016-07-20 23:00:00,0,0.145736,0.386506,0
7056,2016-07-21 00:00:00,0,0.145737,0.386494,0
7057,2016-07-21 01:00:00,0,0.145737,0.386486,0
7058,2016-07-21 02:00:00,0,0.145738,0.38648,0
7059,2016-07-21 03:00:00,0,0.145738,0.386474,0
7060,2016-07-21 04:00:00,0,0.145739,0.386469,0
7061,2016-07-21 05:00:00,0,0.145739,0.386461,0
7062,2016-07-21 06:00:00,0,0.14574,0.386454,0
7063,2016-07-21 07:00:00,0,0.145741,0.386441,0
7064,2016-07-21 08:00:00,0,0.145742,0.386429,0
7065,2016-07-21 09:00:00,0,0.145743,0.386417,0
7066,2016-07-21 10:00:00,0,0.145743,0.386406,0
7067,2016-07-21 11:00:00,0,0.145744,0.386399,0
7068,2016-07-21 12:00:00,0,0.145745,0.38639,0
7069,2016-07-21 13:00:00,0,0.145746,0.386373,0
7070,2016-07-21 14:00:00,0,0.145748,0.386342,0
7071,2016-07-21 15:00:00,0,0.145752,0.386285,0
7072,2016-07-21 16:00:00,0,0.145759,0.386203,0
7073,2016-07-21 17:00:00,0,0.145765,0.386113,0
7074,2016-07-21 18:00:00,0,0.145772,0.386024,0
7075,2016-07-21 19:00:00,0,0.145778,0.385942,0
7076,2016-07-21 20:00:00,0,0.145782,0.385885,0
7077,2016-07-21 21:00:00,0,0.145786,0.385829,0
7078,2016-07-21 22:00:00,0,0.14579,0.385774,0
7079,2016-07-21 23:00:00,0,0.145793,0.385733,0
7080,2016-07-22 00:00:00,0,0.145795,0.385705,0
7081,2016-07-22 01:00:00,0,0.145796,0.385695,0
7082,2016-07-22 02:00:00,0,0.145797,0.385678,0
7083,2016-07-22 03:00:00,0,0.145799,0.385661,0
7084,2016-07-22 04:00:00,0,0.1458,0.385644,0
7085,2016-07-22 05:00:00,0,0.145801,0.38563,0
7086,2016-07-22 06:00:00,0,0.145802,0.38562,0
7087,2016-07-22 07:00:00,0,0.145802,0.385612,0
7088,2016-07-22 08:00:00,0,0.145803,0.385605,0
7089,2016-07-22 09:00:00,0,0.145803,0.385598,0
7090,2016-07-22 10:00:00,0,0.145804,0.38559,0
7091,2016-07-22 11:00:00,0,0.145804,0.385585,0
7092,2016-07-22 12:00:00,0,0.145805,0.385572,0
7093,2016-07-22 13:00:00,0,0.145807,0.385543,0
7094,2016-07-22 14:00:00,0,0.145811,0.385492,0
7095,2016-07-22 15:00:00,0,0.145818,0.3854,0
7096,2016-07-22 16:00:00,0,0.145827,0.385279,0
7097,2016-07-22 17:00:00,0,0.145836,0.385147,0
7098,2016-07-22 18:00:00,0,0.145846,0.385014,0
7099,2016-07-22 19:00:00,0,0.145854,0.384903,0
7100,2016-07-22 20:00:00,0,0.145861,0.384807,0
7101,2016-07-22 21:00:00,0,0.145867,0.384723,0
7102,2016-07-22 22:00:00,0,0.145873,0.384642,0
7103,2016-07-22 23:00:00,0,0.145877,0.384588,0
7104,2016-07-23 00:00:00,0,0.14588,0.384548,0
7105,2016-07-23 01:00:00,0,0.145882,0.384513,0
7106,2016-07-23 02:00:00,0,0.145884,0.384488,0.002104
7107,2016-07-23 03:00:00,0,0.145672,0.387361,0.00114
7108,2016-07-23 04:00:00,0,0.145552,0.388923,0.000029
7109,2016-07-23 05:00:00,0,0.145549,0.388954,0.000098
7110,2016-07-23 06:00:00,0,0.145539,0.389087,0
7111,2016-07-23 07:00:00,0,0.145539,0.389084,0
7112,2016-07-23 08:00:00,0,0.145539,0.389083,0
7113,2016-07-23 09:00:00,0,0.145539,0.389082,0
7114,2016-07-23 10:00:00,0,0.145539,0.389082,0
7115,2016-07-23 11:00:00,0,0.145539,0.38908,0
7116,2016-07-23 12:00:00,0,0.145539,0.38908,0
7117,2016-07-23 13:00:00,0,0.14554,0.389073,0
7118,2016-07-23 14:00:00,0,0.145541,0.389053,0
7119,2016-07-23 15:00:00,0,0.145547,0.388983,0
7120,2016-07-23 16:00:00,0,0.145556,0.388861,0
7121,2016-07-23 17:00:00,0,0.145566,0.388734,0
7122,2016-07-23 18:00:00,0,0.145576,0.388613,0
7123,2016-07-23 19:00:00,0,0.145583,0.388512,0
7124,2016-07-23 20:00:00,0,0.145589,0.388436,0
7125,2016-07-23 21:00:00,0,0.145595,0.38836,0
7126,2016-07-23 22:00:00,0,0.145601,0.38828,0
7127,2016-07-23 23:00:00,0,0.145606,0.388221,0.000021
7128,2016-07-24 00:00:00,0,0.145606,0.388223,0
7129,2016-07-24 01:00:00,0,0.145608,0.3882,0
7130,2016-07-24 02:00:00,0,0.145609,0.388175,0
7131,2016-07-24 03:00:00,0,0.145612,0.388148,0
