Time Step,Time,SWE_mm,sm_frac_0.4m,sm_profile_0.1m,rainrate
1988,2015-12-22 20:00:00,0,0.149417,0.280053,0.000331
1989,2015-12-22 21:00:00,0,0.14941,0.280616,0.000139
1990,2015-12-22 22:00:00,0,0.149407,0.280848,0.000028
1991,2015-12-22 23:00:00,0,0.149407,0.280892,0
1992,2015-12-23 00:00:00,0,0.149407,0.280892,0
1993,2015-12-23 01:00:00,0,0.149407,0.280899,0
1994,2015-12-23 02:00:00,0,0.149406,0.280902,0
1995,2015-12-23 03:00:00,0,0.149406,0.280904,0
1996,2015-12-23 04:00:00,0,0.149406,0.280907,0
1997,2015-12-23 05:00:00,0,0.149406,0.28091,0
1998,2015-12-23 06:00:00,0,0.149406,0.28091,0
1999,2015-12-23 07:00:00,0,0.149406,0.28091,0
2000,2015-12-23 08:00:00,0,0.149406,0.280908,0
2001,2015-12-23 09:00:00,0,0.149406,0.280904,0
2002,2015-12-23 10:00:00,0,0.149407,0.280897,0
2003,2015-12-23 11:00:00,0,0.149407,0.280896,0
2004,2015-12-23 12:00:00,0,0.149407,0.280898,0
2005,2015-12-23 13:00:00,0,0.149407,0.280896,0
2006,2015-12-23 14:00:00,0,0.149407,0.280873,0
2007,2015-12-23 15:00:00,0,0.149407,0.280821,0
2008,2015-12-23 16:00:00,0,0.149408,0.280745,0
2009,2015-12-23 17:00:00,0,0.14941,0.280636,0
2010,2015-12-23 18:00:00,0,0.149411,0.280508,0.000018
2011,2015-12-23 19:00:00,0,0.149412,0.280446,0
2012,2015-12-23 20:00:00,0,0.149413,0.280343,0
2013,2015-12-23 21:00:00,0,0.149414,0.280314,0.000045
2014,2015-12-23 22:00:00,0,0.149413,0.280374,0.000113
2015,2015-12-23 23:00:00,0,0.149411,0.280558,0.000111
2016,2015-12-24 00:00:00,0,0.149408,0.280741,0.001185
2017,2015-12-24 01:00:00,0,0.149383,0.282771,0.001388
2018,2015-12-24 02:00:00,0,0.149352,0.285142,0.001043
2019,2015-12-24 03:00:00,0,0.149327,0.286929,0.000519
2020,2015-12-24 04:00:00,0,0.149315,0.287822,0.000709
2021,2015-12-24 05:00:00,0,0.149297,0.289039,0.001219
2022,2015-12-24 06:00:00,0,0.149267,0.291119,0.000265
2023,2015-12-24 07:00:00,0,0.14926,0.291576,0.000005
2024,2015-12-24 08:00:00,0,0.14926,0.291587,0.000071
2025,2015-12-24 09:00:00,0,0.149258,0.29171,0.000093
2026,2015-12-24 10:00:00,0,0.149255,0.291872,0
2027,2015-12-24 11:00:00,0,0.149255,0.291874,0
2028,2015-12-24 12:00:00,0,0.149255,0.291876,0
2029,2015-12-24 13:00:00,0,0.149255,0.291881,0
2030,2015-12-24 14:00:00,0,0.149256,0.291861,0
2031,2015-12-24 15:00:00,0,0.149256,0.291811,0
2032,2015-12-24 16:00:00,0,0.149258,0.291727,0
2033,2015-12-24 17:00:00,0,0.149259,0.291618,0
2034,2015-12-24 18:00:00,0,0.149261,0.291489,0
2035,2015-12-24 19:00:00,0,0.149263,0.291362,0
2036,2015-12-24 20:00:00,0,0.149265,0.29126,0
2037,2015-12-24 21:00:00,0,0.149265,0.291233,0
2038,2015-12-24 22:00:00,0,0.149265,0.291218,0
2039,2015-12-24 23:00:00,0,0.149265,0.291208,0
2040,2015-12-25 00:00:00,0,0.149265,0.291202,0
2041,2015-12-25 01:00:00,0,0.149265,0.291202,0
2042,2015-12-25 02:00:00,0,0.149265,0.291202,0
2043,2015-12-25 03:00:00,0,0.149266,0.2912,0
2044,2015-12-25 04:00:00,0,0.149266,0.291197,0
2045,2015-12-25 05:00:00,0,0.149266,0.291193,0
2046,2015-12-25 06:00:00,0,0.149266,0.291187,0
2047,2015-12-25 07:00:00,0,0.149266,0.291179,0
2048,2015-12-25 08:00:00,0,0.149266,0.291174,0
2049,2015-12-25 09:00:00,0,0.149266,0.291171,0
2050,2015-12-25 10:00:00,0,0.149266,0.291172,0
2051,2015-12-25 11:00:00,0,0.149266,0.291173,0
2052,2015-12-25 12:00:00,0,0.149266,0.291175,0
2053,2015-12-25 13:00:00,0,0.149266,0.29118,0
2054,2015-12-25 14:00:00,0,0.149266,0.291148,0
2055,2015-12-25 15:00:00,0,0.149268,0.291066,0
2056,2015-12-25 16:00:00,0,0.14927,0.29093,0
2057,2015-12-25 17:00:00,0,0.149272,0.290747,0
2058,2015-12-25 18:00:00,0,0.149276,0.290522,0
2059,2015-12-25 19:00:00,0,0.149279,0.290314,0
2060,2015-12-25 20:00:00,0,0.149281,0.290156,0
2061,2015-12-25 21:00:00,0,0.149281,0.290136,0
2062,2015-12-25 22:00:00,0,0.149281,0.290129,0
2063,2015-12-25 23:00:00,0,0.149281,0.290128,0
2064,2015-12-26 00:00:00,0,0.149281,0.29013,0
2065,2015-12-26 01:00:00,0,0.149281,0.290122,0
2066,2015-12-26 02:00:00,0,0.149281,0.290122,0
2067,2015-12-26 03:00:00,0,0.149281,0.290123,0
2068,2015-12-26 04:00:00,0,0.149281,0.290126,0
2069,2015-12-26 05:00:00,0,0.149281,0.290121,0
2070,2015-12-26 06:00:00,0,0.149282,0.290108,0
2071,2015-12-26 07:00:00,0,0.149282,0.290092,0
2072,2015-12-26 08:00:00,0,0.149282,0.290064,0
2073,2015-12-26 09:00:00,0,0.149283,0.290024,0
2074,2015-12-26 10:00:00,0,0.149284,0.289972,0
2075,2015-12-26 11:00:00,0,0.149285,0.289915,0
2076,2015-12-26 12:00:00,0,0.149285,0.289855,0
2077,2015-12-26 13:00:00,0,0.149286,0.289794,0
2078,2015-12-26 14:00:00,0,0.149288,0.289699,0
2079,2015-12-26 15:00:00,0,0.14929,0.289566,0
2080,2015-12-26 16:00:00,0,0.149292,0.289408,0
2081,2015-12-26 17:00:00,0,0.149294,0.289235,0
2082,2015-12-26 18:00:00,0,0.149297,0.289047,0
2083,2015-12-26 19:00:00,0,0.1493,0.288862,0
2084,2015-12-26 20:00:00,0,0.149302,0.288699,0
2085,2015-12-26 21:00:00,0,0.149303,0.288606,0
2086,2015-12-26 22:00:00,0,0.149305,0.288526,0
2087,2015-12-26 23:00:00,0,0.149306,0.288457,0
2088,2015-12-27 00:00:00,0,0.149306,0.288396,0
2089,2015-12-27 01:00:00,0,0.149307,0.288344,0
2090,2015-12-27 02:00:00,0,0.149308,0.288297,0
2091,2015-12-27 03:00:00,0,0.149308,0.288256,0
2092,2015-12-27 04:00:00,0,0.149309,0.288218,0
2093,2015-12-27 05:00:00,0,0.149309,0.288186,0
2094,2015-12-27 06:00:00,0,0.14931,0.288157,0
2095,2015-12-27 07:00:00,0,0.14931,0.288133,0.000284
2096,2015-12-27 08:00:00,0,0.149303,0.288608,0.000404
2097,2015-12-27 09:00:00,0,0.149294,0.289294,0
2098,2015-12-27 10:00:00,0,0.149294,0.289287,0.000029
2099,2015-12-27 11:00:00,0,0.149293,0.289332,0.000027
2100,2015-12-27 12:00:00,0,0.149292,0.289375,0
2101,2015-12-27 13:00:00,0,0.149292,0.289372,0
2102,2015-12-27 14:00:00,0,0.149293,0.28936,0
2103,2015-12-27 15:00:00,0,0.149293,0.289338,0
2104,2015-12-27 16:00:00,0,0.149294,0.289278,0
2105,2015-12-27 17:00:00,0,0.149295,0.289198,0
2106,2015-12-27 18:00:00,0,0.149296,0.289099,0
2107,2015-12-27 19:00:00,0,0.149298,0.288992,0
2108,2015-12-27 20:00:00,0,0.149299,0.288907,0
2109,2015-12-27 21:00:00,0,0.149299,0.288883,0
2110,2015-12-27 22:00:00,0,0.1493,0.288869,0
2111,2015-12-27 23:00:00,0,0.1493,0.288856,0
2112,2015-12-28 00:00:00,0,0.1493,0.288844,0.000013
2113,2015-12-28 01:00:00,0,0.1493,0.288852,0
2114,2015-12-28 02:00:00,0,0.1493,0.288831,0.000028
2115,2015-12-28 03:00:00,0,0.1493,0.28885,0.000001
2116,2015-12-28 04:00:00,0,0.1493,0.288816,0
2117,2015-12-28 05:00:00,0,0.149301,0.288775,0
2118,2015-12-28 06:00:00,0,0.149302,0.288727,0
2119,2015-12-28 07:00:00,0,0.149302,0.288673,0
2120,2015-12-28 08:00:00,0,0.149303,0.288623,0
2121,2015-12-28 09:00:00,0,0.149304,0.288574,0
2122,2015-12-28 10:00:00,0,0.149305,0.288528,0
2123,2015-12-28 11:00:00,0,0.149305,0.288484,0
2124,2015-12-28 12:00:00,0,0.149306,0.288444,0
2125,2015-12-28 13:00:00,0.000005,0.149306,0.288407,0
2126,2015-12-28 14:00:00,0.000006,0.149307,0.288346,0
2127,2015-12-28 15:00:00,0.000005,0.149308,0.288258,0
2128,2015-12-28 16:00:00,0.000003,0.14931,0.288147,0
2129,2015-12-28 17:00:00,0.000002,0.149312,0.288023,0
2130,2015-12-28 18:00:00,0,0.149314,0.287883,0
2131,2015-12-28 19:00:00,0,0.149316,0.287745,0
2132,2015-12-28 20:00:00,0,0.149317,0.287623,0
2133,2015-12-28 21:00:00,0,0.149319,0.287542,0
2134,2015-12-28 22:00:00,0,0.14932,0.287463,0
2135,2015-12-28 23:00:00,0,0.149321,0.287386,0
2136,2015-12-29 00:00:00,0,0.149322,0.287312,0
2137,2015-12-29 01:00:00,0,0.149323,0.28724,0
2138,2015-12-29 02:00:00,0,0.149324,0.28718,0
2139,2015-12-29 03:00:00,0,0.149324,0.287132,0
2140,2015-12-29 04:00:00,0,0.149325,0.287094,0
2141,2015-12-29 05:00:00,0,0.149325,0.287064,0
2142,2015-12-29 06:00:00,0.683788,0.149325,0.287064,0
2143,2015-12-29 07:00:00,0.603338,0.149325,0.287064,0
2144,2015-12-29 08:00:00,1.066244,0.149322,0.287285,0
2145,2015-12-29 09:00:00,2.291103,0.14932,0.287404,0
2146,2015-12-29 10:00:00,5.334236,0.149319,0.287543,0
2147,2015-12-29 11:00:00,6.519537,0.149316,0.287701,0
2148,2015-12-29 12:00:00,7.757875,0.149316,0.287701,0
2149,2015-12-29 13:00:00,9.320501,0.149316,0.287701,0
2150,2015-12-29 14:00:00,8.531425,0.149316,0.287725,0.000324
2151,2015-12-29 15:00:00,5.312482,0.149301,0.288809,0.000015
2152,2015-12-29 16:00:00,1.511585,0.149276,0.290474,0.000028
2153,2015-12-29 17:00:00,0.125466,0.149248,0.292388,0.000089
2154,2015-12-29 18:00:00,0.071919,0.149234,0.293238,0.000048
2155,2015-12-29 19:00:00,0.065458,0.149233,0.293321,0.000028
2156,2015-12-29 20:00:00,0.043109,0.149232,0.293376,0.000005
2157,2015-12-29 21:00:00,0.009159,0.149232,0.293402,0
2158,2015-12-29 22:00:00,0.00747,0.149232,0.293412,0
2159,2015-12-29 23:00:00,0.005798,0.149232,0.293403,0
2160,2015-12-30 00:00:00,0.004584,0.149232,0.293393,0
2161,2015-12-30 01:00:00,0.003719,0.149232,0.293382,0
2162,2015-12-30 02:00:00,0.003303,0.149232,0.293371,0
2163,2015-12-30 03:00:00,0.002895,0.149233,0.29336,0
2164,2015-12-30 04:00:00,0.002114,0.149233,0.29335,0
2165,2015-12-30 05:00:00,0.001708,0.149233,0.293339,0
2166,2015-12-30 06:00:00,0.001471,0.149233,0.293328,0
2167,2015-12-30 07:00:00,0.00127,0.149233,0.293329,0
2168,2015-12-30 08:00:00,0.001212,0.149233,0.293329,0
2169,2015-12-30 09:00:00,0.001236,0.149233,0.293329,0
2170,2015-12-30 10:00:00,0.001095,0.149233,0.293329,0
2171,2015-12-30 11:00:00,0.001033,0.149233,0.293329,0
2172,2015-12-30 12:00:00,0.000987,0.149233,0.293329,0
2173,2015-12-30 13:00:00,0.001369,0.149233,0.293329,0
2174,2015-12-30 14:00:00,0.002905,0.149233,0.293329,0
2175,2015-12-30 15:00:00,0.003753,0.149233,0.29333,0
2176,2015-12-30 16:00:00,0.003398,0.149233,0.293332,0
2177,2015-12-30 17:00:00,0.002427,0.149234,0.29326,0
2178,2015-12-30 18:00:00,0.001536,0.149235,0.29317,0
2179,2015-12-30 19:00:00,0.000759,0.149237,0.293082,0
2180,2015-12-30 20:00:00,0.00034,0.149238,0.293012,0
2181,2015-12-30 21:00:00,0.000064,0.149238,0.292991,0
2182,2015-12-30 22:00:00,0.000059,0.149239,0.292975,0
2183,2015-12-30 23:00:00,0.000054,0.149239,0.292964,0
2184,2015-12-31 00:00:00,0.00005,0.149239,0.292955,0
2185,2015-12-31 01:00:00,0.000049,0.149239,0.292946,0
2186,2015-12-31 02:00:00,0.000045,0.149239,0.292937,0
2187,2015-12-31 03:00:00,0.00004,0.149239,0.292928,0
2188,2015-12-31 04:00:00,0.000035,0.149239,0.29292,0
2189,2015-12-31 05:00:00,0.597168,0.149239,0.292914,0
2190,2015-12-31 06:00:00,0.055541,0.14924,0.292906,0.000215
2191,2015-12-31 07:00:00,0.042807,0.149229,0.293557,0.000405
2192,2015-12-31 08:00:00,0.033783,0.149218,0.294276,0.000006
2193,2015-12-31 09:00:00,0.033537,0.149218,0.294304,0
2194,2015-12-31 10:00:00,0.031716,0.149218,0.294317,0
2195,2015-12-31 11:00:00,0.029428,0.149217,0.294327,0
2196,2015-12-31 12:00:00,0.027095,0.149217,0.294336,0
2197,2015-12-31 13:00:00,0.021745,0.149217,0.29435,0
2198,2015-12-31 14:00:00,0.02828,0.149217,0.294345,0
2199,2015-12-31 15:00:00,0.028825,0.149218,0.294315,0
2200,2015-12-31 16:00:00,0.023591,0.149218,0.294259,0
2201,2015-12-31 17:00:00,0.014318,0.14922,0.294173,0
2202,2015-12-31 18:00:00,0.006669,0.149222,0.294048,0
2203,2015-12-31 19:00:00,0.002168,0.149224,0.293939,0
2204,2015-12-31 20:00:00,0.000767,0.149225,0.293847,0
2205,2015-12-31 21:00:00,0.000184,0.149226,0.293799,0
2206,2015-12-31 22:00:00,0.000127,0.149226,0.293753,0
2207,2015-12-31 23:00:00,0.000089,0.149227,0.29371,0
2208,2016-01-01 00:00:00,0.000065,0.149228,0.293674,0
2209,2016-01-01 01:00:00,0.000054,0.149228,0.293644,0
2210,2016-01-01 02:00:00,0.000042,0.149229,0.29361,0
2211,2016-01-01 03:00:00,0.000032,0.149229,0.293576,0
2212,2016-01-01 04:00:00,0.000024,0.14923,0.293538,0
2213,2016-01-01 05:00:00,0.000018,0.14923,0.2935,0
2214,2016-01-01 06:00:00,0.000013,0.149231,0.293465,0
2215,2016-01-01 07:00:00,0.00001,0.149231,0.293433,0
2216,2016-01-01 08:00:00,0.000007,0.149232,0.293403,0
2217,2016-01-01 09:00:00,0.000006,0.149232,0.293375,0
2218,2016-01-01 10:00:00,0.000006,0.149233,0.293348,0
2219,2016-01-01 11:00:00,0.000005,0.149233,0.29332,0
2220,2016-01-01 12:00:00,0.000004,0.149234,0.293292,0
2221,2016-01-01 13:00:00,0.000025,0.149234,0.293266,0
2222,2016-01-01 14:00:00,0.000026,0.149235,0.293231,0
2223,2016-01-01 15:00:00,0.000024,0.149235,0.293184,0
2224,2016-01-01 16:00:00,0.000018,0.149236,0.29312,0
2225,2016-01-01 17:00:00,0.000011,0.149238,0.293037,0
2226,2016-01-01 18:00:00,0.000006,0.149239,0.292936,0
2227,2016-01-01 19:00:00,0.000002,0.149241,0.292828,0
2228,2016-01-01 20:00:00,0,0.149242,0.29273,0
2229,2016-01-01 21:00:00,0,0.149243,0.292675,0
2230,2016-01-01 22:00:00,0,0.149244,0.292623,0
2231,2016-01-01 23:00:00,0.261669,0.149245,0.292574,0
2232,2016-01-02 00:00:00,0.041425,0.149245,0.292526,0
2233,2016-01-02 01:00:00,0.031152,0.149244,0.292613,0
2234,2016-01-02 02:00:00,0.02408,0.149244,0.292597,0
2235,2016-01-02 03:00:00,0.018968,0.149245,0.292578,0
2236,2016-01-02 04:00:00,0.013219,0.149245,0.292561,0
2237,2016-01-02 05:00:00,0.010189,0.149245,0.292544,0
2238,2016-01-02 06:00:00,0.007903,0.149245,0.292524,0
2239,2016-01-02 07:00:00,0.005837,0.149245,0.292524,0
2240,2016-01-02 08:00:00,0.004851,0.149245,0.292524,0
2241,2016-01-02 09:00:00,0.004194,0.149245,0.292524,0
2242,2016-01-02 10:00:00,0.003613,0.149245,0.292524,0
2243,2016-01-02 11:00:00,0.003144,0.149245,0.292524,0
2244,2016-01-02 12:00:00,0.00275,0.149245,0.292524,0
2245,2016-01-02 13:00:00,0.002673,0.149245,0.292524,0
2246,2016-01-02 14:00:00,0.00317,0.149245,0.292524,0
2247,2016-01-02 15:00:00,0.003778,0.149245,0.292525,0
2248,2016-01-02 16:00:00,0.003345,0.149245,0.292527,0
2249,2016-01-02 17:00:00,0.002242,0.149245,0.292529,0
2250,2016-01-02 18:00:00,0.001303,0.149247,0.292435,0
2251,2016-01-02 19:00:00,0.000565,0.149248,0.292327,0
2252,2016-01-02 20:00:00,0.000218,0.14925,0.292225,0
2253,2016-01-02 21:00:00,0.000052,0.149251,0.29216,0
2254,2016-01-02 22:00:00,0.000038,0.149252,0.292101,0
2255,2016-01-02 23:00:00,0.000029,0.149253,0.292049,0
2256,2016-01-03 00:00:00,0.000035,0.149253,0.292014,0
2257,2016-01-03 01:00:00,0.000047,0.149254,0.291981,0
2258,2016-01-03 02:00:00,0.000056,0.149254,0.29195,0
2259,2016-01-03 03:00:00,0.000061,0.149254,0.29195,0
2260,2016-01-03 04:00:00,0.000065,0.149254,0.29195,0
2261,2016-01-03 05:00:00,0.000071,0.149254,0.29195,0
2262,2016-01-03 06:00:00,0.000079,0.149254,0.29195,0
2263,2016-01-03 07:00:00,0.00009,0.149254,0.29195,0
2264,2016-01-03 08:00:00,0.000113,0.149254,0.29195,0
2265,2016-01-03 09:00:00,0.000134,0.149254,0.29195,0
2266,2016-01-03 10:00:00,0.000155,0.149254,0.29195,0
2267,2016-01-03 11:00:00,0.000171,0.149254,0.29195,0
2268,2016-01-03 12:00:00,0.000183,0.149254,0.29195,0
2269,2016-01-03 13:00:00,0.000219,0.149254,0.29195,0
2270,2016-01-03 14:00:00,0.000284,0.149254,0.29195,0
2271,2016-01-03 15:00:00,0.000303,0.149254,0.29195,0
2272,2016-01-03 16:00:00,0.000208,0.149255,0.291902,0
2273,2016-01-03 17:00:00,0.000107,0.149256,0.291805,0
2274,2016-01-03 18:00:00,0.000045,0.149258,0.291675,0
2275,2016-01-03 19:00:00,0.000013,0.14926,0.291548,0
2276,2016-01-03 20:00:00,0.000004,0.149262,0.291445,0
2277,2016-01-03 21:00:00,0,0.149263,0.291387,0
2278,2016-01-03 22:00:00,0,0.149264,0.291333,0
2279,2016-01-03 23:00:00,0,0.149264,0.291288,0
2280,2016-01-04 00:00:00,0.000002,0.149265,0.291251,0
2281,2016-01-04 01:00:00,0.000006,0.149265,0.291218,0
2282,2016-01-04 02:00:00,0.000013,0.149266,0.291191,0
2283,2016-01-04 03:00:00,0.000021,0.149266,0.291171,0
2284,2016-01-04 04:00:00,0.000027,0.149266,0.291152,0
2285,2016-01-04 05:00:00,0.00003,0.149266,0.291135,0
2286,2016-01-04 06:00:00,0.000034,0.149266,0.291135,0
2287,2016-01-04 07:00:00,0.000038,0.149266,0.291135,0
2288,2016-01-04 08:00:00,0.000043,0.149266,0.291135,0
2289,2016-01-04 09:00:00,0.000048,0.149266,0.291135,0
2290,2016-01-04 10:00:00,0.000058,0.149266,0.291135,0
2291,2016-01-04 11:00:00,0.000065,0.149266,0.291135,0
2292,2016-01-04 12:00:00,0.00007,0.149266,0.291135,0
2293,2016-01-04 13:00:00,0.000078,0.149266,0.291135,0
2294,2016-01-04 14:00:00,0.182721,0.149266,0.291135,0
2295,2016-01-04 15:00:00,0.448565,0.149266,0.291135,0
2296,2016-01-04 16:00:00,0.634031,0.149266,0.291144,0
2297,2016-01-04 17:00:00,0.708722,0.149266,0.291144,0
2298,2016-01-04 18:00:00,0.726387,0.149266,0.291144,0
2299,2016-01-04 19:00:00,0.710268,0.149266,0.291144,0
2300,2016-01-04 20:00:00,0.678078,0.149266,0.291144,0
2301,2016-01-04 21:00:00,0.637898,0.149266,0.291144,0
2302,2016-01-04 22:00:00,0.599284,0.149266,0.291144,0
2303,2016-01-04 23:00:00,0.576895,0.149266,0.291144,0
2304,2016-01-05 00:00:00,0.541096,0.149266,0.291144,0
2305,2016-01-05 01:00:00,0.506774,0.149266,0.291144,0
2306,2016-01-05 02:00:00,0.477247,0.149266,0.291144,0
2307,2016-01-05 03:00:00,0.450386,0.149266,0.291144,0
2308,2016-01-05 04:00:00,0.422557,0.149266,0.291144,0
2309,2016-01-05 05:00:00,0.395667,0.149266,0.291144,0
2310,2016-01-05 06:00:00,0.371837,0.149266,0.291144,0
2311,2016-01-05 07:00:00,0.354083,0.149266,0.291144,0
2312,2016-01-05 08:00:00,0.340346,0.149266,0.291144,0
2313,2016-01-05 09:00:00,0.328716,0.149266,0.291144,0
2314,2016-01-05 10:00:00,0.316314,0.149266,0.291144,0
2315,2016-01-05 11:00:00,0.305273,0.149266,0.291144,0
2316,2016-01-05 12:00:00,0.294919,0.149266,0.291144,0
2317,2016-01-05 13:00:00,0.283352,0.149266,0.291144,0
2318,2016-01-05 14:00:00,0.267347,0.149266,0.291144,0
2319,2016-01-05 15:00:00,0.241728,0.149266,0.291144,0
2320,2016-01-05 16:00:00,0.208223,0.149266,0.291144,0
2321,2016-01-05 17:00:00,0.164196,0.149266,0.291144,0
2322,2016-01-05 18:00:00,0.123147,0.149266,0.291144,0
2323,2016-01-05 19:00:00,0.086344,0.149266,0.291144,0
2324,2016-01-05 20:00:00,0.071099,0.149266,0.291144,0
2325,2016-01-05 21:00:00,0.060957,0.149266,0.291144,0
2326,2016-01-05 22:00:00,0.053499,0.149266,0.291144,0
2327,2016-01-05 23:00:00,0.047236,0.149266,0.291144,0
2328,2016-01-06 00:00:00,0.042456,0.149266,0.291144,0
2329,2016-01-06 01:00:00,0.039291,0.149266,0.291144,0
2330,2016-01-06 02:00:00,0.036676,0.149266,0.291144,0
2331,2016-01-06 03:00:00,0.034733,0.149266,0.291144,0
2332,2016-01-06 04:00:00,0.033528,0.149266,0.291144,0
2333,2016-01-06 05:00:00,0.032776,0.149266,0.291144,0
2334,2016-01-06 06:00:00,0.031793,0.149266,0.291144,0
2335,2016-01-06 07:00:00,0.030985,0.149266,0.291144,0
2336,2016-01-06 08:00:00,0.030548,0.149266,0.291144,0
2337,2016-01-06 09:00:00,0.030346,0.149266,0.291144,0
2338,2016-01-06 10:00:00,0.03024,0.149266,0.291144,0
2339,2016-01-06 11:00:00,0.030166,0.149266,0.291144,0
2340,2016-01-06 12:00:00,0.029816,0.149266,0.291144,0
2341,2016-01-06 13:00:00,0.028624,0.149266,0.291144,0
2342,2016-01-06 14:00:00,0.026175,0.149266,0.291144,0
2343,2016-01-06 15:00:00,0.01995,0.149266,0.291144,0
2344,2016-01-06 16:00:00,0.000002,0.149266,0.291144,0
2345,2016-01-06 17:00:00,0.000002,0.149266,0.291154,0
2346,2016-01-06 18:00:00,0.000002,0.149266,0.291154,0
2347,2016-01-06 19:00:00,0,0.149266,0.291154,0
2348,2016-01-06 20:00:00,0,0.149266,0.291154,0
2349,2016-01-06 21:00:00,0,0.149266,0.291154,0
2350,2016-01-06 22:00:00,0,0.149266,0.291154,0
2351,2016-01-06 23:00:00,0,0.149266,0.291154,0
2352,2016-01-07 00:00:00,0,0.149266,0.291154,0
2353,2016-01-07 01:00:00,0,0.149266,0.291154,0
2354,2016-01-07 02:00:00,0,0.149266,0.291154,0
2355,2016-01-07 03:00:00,0,0.149266,0.291154,0
2356,2016-01-07 04:00:00,0,0.149266,0.291154,0
2357,2016-01-07 05:00:00,0,0.149266,0.291154,0
2358,2016-01-07 06:00:00,0,0.149266,0.291154,0
2359,2016-01-07 07:00:00,0,0.149266,0.291154,0
2360,2016-01-07 08:00:00,0,0.149266,0.291154,0
2361,2016-01-07 09:00:00,0,0.149266,0.291154,0
2362,2016-01-07 10:00:00,0,0.149266,0.291154,0
2363,2016-01-07 11:00:00,0,0.149266,0.291154,0
2364,2016-01-07 12:00:00,0,0.149266,0.291154,0
2365,2016-01-07 13:00:00,0,0.149266,0.291154,0
2366,2016-01-07 14:00:00,0,0.149266,0.291154,0
2367,2016-01-07 15:00:00,0,0.149266,0.291154,0
2368,2016-01-07 16:00:00,0,0.149266,0.291154,0
2369,2016-01-07 17:00:00,0,0.149266,0.291154,0
2370,2016-01-07 18:00:00,0,0.149266,0.291154,0
2371,2016-01-07 19:00:00,0,0.149266,0.291147,0
2372,2016-01-07 20:00:00,0,0.149266,0.291135,0
2373,2016-01-07 21:00:00,0,0.149267,0.291133,0
2374,2016-01-07 22:00:00,0,0.149267,0.29113,0
2375,2016-01-07 23:00:00,0,0.149267,0.29113,0
2376,2016-01-08 00:00:00,0,0.149267,0.29113,0
2377,2016-01-08 01:00:00,0,0.149267,0.29113,0
2378,2016-01-08 02:00:00,0,0.149267,0.29113,0
2379,2016-01-08 03:00:00,0,0.149267,0.29113,0
2380,2016-01-08 04:00:00,0,0.149267,0.29113,0
2381,2016-01-08 05:00:00,0,0.149267,0.29113,0
2382,2016-01-08 06:00:00,0,0.149267,0.29113,0
2383,2016-01-08 07:00:00,0,0.149267,0.29113,0
2384,2016-01-08 08:00:00,0,0.149267,0.29113,0
2385,2016-01-08 09:00:00,0,0.149267,0.29113,0
2386,2016-01-08 10:00:00,0,0.149267,0.29113,0
2387,2016-01-08 11:00:00,0,0.149267,0.29113,0
2388,2016-01-08 12:00:00,0,0.149267,0.29113,0
2389,2016-01-08 13:00:00,0,0.149267,0.29113,0
2390,2016-01-08 14:00:00,0,0.149267,0.29113,0
2391,2016-01-08 15:00:00,0,0.149267,0.29113,0
2392,2016-01-08 16:00:00,0,0.149267,0.29113,0
2393,2016-01-08 17:00:00,0,0.149267,0.29113,0
2394,2016-01-08 18:00:00,0,0.149267,0.291128,0
2395,2016-01-08 19:00:00,0,0.149267,0.291126,0
2396,2016-01-08 20:00:00,0,0.149267,0.291124,0
2397,2016-01-08 21:00:00,0,0.149267,0.291123,0
2398,2016-01-08 22:00:00,0,0.149267,0.291122,0
2399,2016-01-08 23:00:00,0,0.149267,0.291121,0
2400,2016-01-09 00:00:00,0,0.149267,0.291121,0
2401,2016-01-09 01:00:00,0,0.149267,0.29112,0
2402,2016-01-09 02:00:00,0,0.149267,0.291119,0
2403,2016-01-09 03:00:00,0,0.149267,0.291119,0
2404,2016-01-09 04:00:00,0,0.149267,0.291118,0
2405,2016-01-09 05:00:00,0,0.149267,0.291117,0
2406,2016-01-09 06:00:00,0,0.149267,0.291116,0
2407,2016-01-09 07:00:00,0,0.149267,0.291115,0
2408,2016-01-09 08:00:00,0,0.149267,0.291115,0
2409,2016-01-09 09:00:00,0,0.149267,0.291115,0
2410,2016-01-09 10:00:00,0,0.149267,0.291113,0
2411,2016-01-09 11:00:00,0,0.149267,0.291112,0
2412,2016-01-09 12:00:00,0,0.149267,0.291112,0
2413,2016-01-09 13:00:00,0,0.149267,0.291111,0
2414,2016-01-09 14:00:00,0,0.149267,0.291109,0
2415,2016-01-09 15:00:00,0,0.149267,0.291102,0
2416,2016-01-09 16:00:00,0,0.149267,0.291091,0
2417,2016-01-09 17:00:00,0,0.149267,0.291069,0
2418,2016-01-09 18:00:00,0,0.149268,0.291028,0
2419,2016-01-09 19:00:00,0,0.149269,0.290976,0
2420,2016-01-09 20:00:00,0,0.14927,0.290898,0
2421,2016-01-09 21:00:00,0,0.14927,0.290867,0
2422,2016-01-09 22:00:00,0,0.149271,0.290838,0
2423,2016-01-09 23:00:00,0,0.149271,0.290813,0
2424,2016-01-10 00:00:00,0,0.149272,0.290793,0
2425,2016-01-10 01:00:00,0,0.149272,0.290774,0
2426,2016-01-10 02:00:00,0,0.149272,0.290758,0
2427,2016-01-10 03:00:00,0,0.149272,0.290743,0
2428,2016-01-10 04:00:00,0,0.149272,0.290732,0
